state,year,sex,age,pop
Alaska,2008,2,67 to 69 years,4894.415355279092
Alaska,2008,2,70 to 74 years,6305.749512796066
Alaska,2008,2,75 to 79 years,4283.732358298526
Alaska,2008,2,80 to 84 years,3352.7888971033967
Alaska,2008,2,85 years and over,2717.24095724903
Alaska,2008,2,Under 5 years,24512.85528270849
Alaska,2009,1,10 to 14 years,26650.85167009313
Alaska,2009,1,15 to 17 years,17200.654010697508
Alaska,2009,1,18 and 19 years,11191.396072564812
Alaska,2009,1,20 years,6658.415534680094
Alaska,2009,1,21 years,6463.263796154163
Alaska,2009,1,22 to 24 years,17597.024381175048
Alaska,2009,1,25 to 29 years,26835.891919576265
Alaska,2009,1,30 to 34 years,23090.59637812523
Alaska,2009,1,35 to 39 years,23527.412704773946
Alaska,2009,1,40 to 44 years,26735.7881780526
Alaska,2009,1,45 to 49 years,29233.32597162281
Alaska,2009,1,5 to 9 years,25676.10412636775
Alaska,2009,1,50 to 54 years,28581.13492836257
Alaska,2009,1,55 to 59 years,25313.101669731434
Alaska,2009,1,60 and 61 years,7589.683675521455
Alaska,2009,1,62 to 64 years,9082.139458237905
Alaska,2009,1,65 and 66 years,4680.608277909515
Alaska,2009,1,67 to 69 years,5466.270976534638
Alaska,2009,1,70 to 74 years,6523.932730410929
Alaska,2009,1,75 to 79 years,4016.2834477979245
Alaska,2009,1,80 to 84 years,2425.74622136637
Alaska,2009,1,85 years and over,1369.0956163943579
Alaska,2009,1,Under 5 years,27011.831828920887
Alaska,2009,2,10 to 14 years,24925.831639392407
Alaska,2009,2,15 to 17 years,16468.582203999194
Alaska,2009,2,18 and 19 years,10081.15457566599
Alaska,2009,2,20 years,4801.946146423047
Alaska,2009,2,21 years,4711.953893942177
Alaska,2009,2,22 to 24 years,15405.864705601505
Alaska,2009,2,25 to 29 years,24111.856771447463
Alaska,2009,2,30 to 34 years,21402.988856882846
Alaska,2009,2,35 to 39 years,21976.31028560929
Alaska,2009,2,40 to 44 years,25187.719205600784
Alaska,2009,2,45 to 49 years,27205.97241854254
Alaska,2009,2,5 to 9 years,24356.554806283086
Alaska,2009,2,50 to 54 years,26693.319924072865
Alaska,2009,2,55 to 59 years,22659.84694490219
Alaska,2009,2,60 and 61 years,6887.946335951527
Alaska,2009,2,62 to 64 years,7944.596940923539
Alaska,2009,2,65 and 66 years,4318.616970177477
Alaska,2009,2,67 to 69 years,4975.863757959111
Alaska,2009,2,70 to 74 years,6410.684053131632
Alaska,2009,2,75 to 79 years,4355.0183307315365
Alaska,2009,2,80 to 84 years,3408.5829563259827
Alaska,2009,2,85 years and over,2762.4588064914224
Alaska,2009,2,Under 5 years,24920.77589487101
Alaska,2010,1,10 to 14 years,27223.263741176437
Alaska,2010,1,15 to 17 years,17570.092935506786
Alaska,2010,1,18 and 19 years,11431.767010181007
Alaska,2010,1,20 years,6801.426252443253
Alaska,2010,1,21 years,6602.083007686754
Alaska,2010,1,22 to 24 years,17974.97662433864
Alaska,2010,1,25 to 29 years,27412.27832040151
Alaska,2010,1,30 to 34 years,23586.54060756175
Alaska,2010,1,35 to 39 years,24032.738958519305
Alaska,2010,1,40 to 44 years,27310.024531640403
Alaska,2010,1,45 to 49 years,29861.204917902338
Alaska,2010,1,5 to 9 years,26227.580383947083
Alaska,2010,1,50 to 54 years,29195.005991125436
Alaska,2010,1,55 to 59 years,25856.78129136893
Alaska,2010,1,60 and 61 years,7752.69634788748
Alaska,2010,1,62 to 64 years,9277.207380325786
Alaska,2010,1,65 and 66 years,4781.139274496556
Alaska,2010,1,67 to 69 years,5583.676586288266
Alaska,2010,1,70 to 74 years,6664.055000875303
Alaska,2010,1,75 to 79 years,4102.545949081944
Alaska,2010,1,80 to 84 years,2477.8468609888178
Alaska,2010,1,85 years and over,1398.5013129549225
Alaska,2010,1,Under 5 years,27591.997100648303
Alaska,2010,2,10 to 14 years,25461.19340151536
Alaska,2010,2,15 to 17 years,16822.29755103163
Alaska,2010,2,18 and 19 years,10297.67953483056
Alaska,2010,2,20 years,4905.083260873654
Alaska,2010,2,21 years,4813.158137643973
Alaska,2010,2,22 to 24 years,15736.754803678878
Alaska,2010,2,25 to 29 years,24629.73582623566
Alaska,2010,2,30 to 34 years,21862.686330366945
Alaska,2010,2,35 to 39 years,22448.321665998734
Alaska,2010,2,40 to 44 years,25728.705838779264
Alaska,2010,2,45 to 49 years,27790.30747885166
Alaska,2010,2,5 to 9 years,24879.68953209614
Alaska,2010,2,50 to 54 years,27266.64413640842
Alaska,2010,2,55 to 59 years,23146.539455923055
Alaska,2010,2,60 and 61 years,7035.886960006597
Alaska,2010,2,62 to 64 years,8115.232508040493
Alaska,2010,2,65 and 66 years,4411.373048471547
Alaska,2010,2,67 to 69 years,5082.736308014161
Alaska,2010,2,70 to 74 years,6548.373946923345
Alaska,2010,2,75 to 79 years,4448.556244384677
Alaska,2010,2,80 to 84 years,3481.7931506433115
Alaska,2010,2,85 years and over,2821.7914231852646
Alaska,2010,2,Under 5 years,25456.029068749645
Alaska,2011,1,10 to 14 years,27317.17629295151
Alaska,2011,1,15 to 17 years,17441.36272857402
Alaska,2011,1,18 and 19 years,11353.475986259515
Alaska,2011,1,20 years,6712.338226038707
Alaska,2011,1,21 years,6569.1059550194595
Alaska,2011,1,22 to 24 years,17952.464933074356
Alaska,2011,1,25 to 29 years,28467.156253077268
Alaska,2011,1,30 to 34 years,24391.734440982844
Alaska,2011,1,35 to 39 years,23966.159419896878
Alaska,2011,1,40 to 44 years,26440.26505095597
Alaska,2011,1,45 to 49 years,28977.22800958466
Alaska,2011,1,5 to 9 years,26159.98319687514
Alaska,2011,1,50 to 54 years,29521.304549859215
Alaska,2011,1,55 to 59 years,27415.068852281212
Alaska,2011,1,60 and 61 years,7931.35820169173
Alaska,2011,1,62 to 64 years,9714.033229485247
Alaska,2011,1,65 and 66 years,5085.26084517977
Alaska,2011,1,67 to 69 years,5971.446119111807
Alaska,2011,1,70 to 74 years,6864.844528994453
Alaska,2011,1,75 to 79 years,4260.9024508243865
Alaska,2011,1,80 to 84 years,2664.7385097537763
Alaska,2011,1,85 years and over,1465.2970459666935
Alaska,2011,1,Under 5 years,27974.602112449928
Alaska,2011,2,10 to 14 years,25716.890559909123
Alaska,2011,2,15 to 17 years,16399.579807707403
Alaska,2011,2,18 and 19 years,9967.523435749526
Alaska,2011,2,20 years,4925.541406273414
Alaska,2011,2,21 years,4972.942013948849
Alaska,2011,2,22 to 24 years,15655.59635680167
Alaska,2011,2,25 to 29 years,25747.803999697448
Alaska,2011,2,30 to 34 years,22765.68750811685
Alaska,2011,2,35 to 39 years,23102.644001809615
Alaska,2011,2,40 to 44 years,24254.68485792126
Alaska,2011,2,45 to 49 years,27176.00491791815
Alaska,2011,2,5 to 9 years,24753.421686506266
Alaska,2011,2,50 to 54 years,27953.993152591043
Alaska,2011,2,55 to 59 years,23760.069821308032
Alaska,2011,2,60 and 61 years,7466.626156873883
Alaska,2011,2,62 to 64 years,8828.878403546154
Alaska,2011,2,65 and 66 years,4530.879824975775
Alaska,2011,2,67 to 69 years,5362.451355281767
Alaska,2011,2,70 to 74 years,6819.504817304907
Alaska,2011,2,75 to 79 years,4633.9246242701975
Alaska,2011,2,80 to 84 years,3720.9477025216106
Alaska,2011,2,85 years and over,2904.8328921097814
Alaska,2011,2,Under 5 years,26000.263757968783
Alaska,2012,1,10 to 14 years,27284.468205231326
Alaska,2012,1,15 to 17 years,16826.705914033682
Alaska,2012,1,18 and 19 years,11368.785189674592
Alaska,2012,1,20 years,6718.151949196992
Alaska,2012,1,21 years,6787.993614469182
Alaska,2012,1,22 to 24 years,18245.10796904684
Alaska,2012,1,25 to 29 years,29518.37441062858
Alaska,2012,1,30 to 34 years,25441.880742020898
Alaska,2012,1,35 to 39 years,23263.43703551626
Alaska,2012,1,40 to 44 years,26499.776554232012
Alaska,2012,1,45 to 49 years,28353.66193388353
Alaska,2012,1,5 to 9 years,26303.603641482183
Alaska,2012,1,50 to 54 years,29843.959820794527
Alaska,2012,1,55 to 59 years,27958.234858445394
Alaska,2012,1,60 and 61 years,8603.876911546125
Alaska,2012,1,62 to 64 years,10461.870624448948
Alaska,2012,1,65 and 66 years,5615.064471221519
Alaska,2012,1,67 to 69 years,5908.8102986898475
Alaska,2012,1,70 to 74 years,7646.63526399199
Alaska,2012,1,75 to 79 years,4503.760326743435
Alaska,2012,1,80 to 84 years,2777.233277882383
Alaska,2012,1,85 years and over,1564.2478854344931
Alaska,2012,1,Under 5 years,28655.62442785447
Alaska,2012,2,10 to 14 years,25304.25157810217
Alaska,2012,2,15 to 17 years,15722.591352745383
Alaska,2012,2,18 and 19 years,9653.55605725463
Alaska,2012,2,20 years,5308.993643999274
Alaska,2012,2,21 years,5192.9332296499
Alaska,2012,2,22 to 24 years,15779.08093495083
Alaska,2012,2,25 to 29 years,26774.00779875664
Alaska,2012,2,30 to 34 years,23577.724529241117
Alaska,2012,2,35 to 39 years,22707.78496327722
Alaska,2012,2,40 to 44 years,23625.997444943954
Alaska,2012,2,45 to 49 years,26378.580723318504
Alaska,2012,2,5 to 9 years,25196.407830255404
Alaska,2012,2,50 to 54 years,27663.46194766424
Alaska,2012,2,55 to 59 years,24604.807842067443
Alaska,2012,2,60 and 61 years,7887.999842506177
Alaska,2012,2,62 to 64 years,9216.018565990615
Alaska,2012,2,65 and 66 years,4727.664488939574
Alaska,2012,2,67 to 69 years,5425.054058348649
Alaska,2012,2,70 to 74 years,7496.681100319346
Alaska,2012,2,75 to 79 years,4859.131152981344
Alaska,2012,2,80 to 84 years,3781.720757826529
Alaska,2012,2,85 years and over,2976.48744057069
Alaska,2012,2,Under 5 years,26386.797389821117
Alaska,2013,1,10 to 14 years,27314.97880791208
Alaska,2013,1,15 to 17 years,16705.163664280677
Alaska,2013,1,18 and 19 years,11384.39611226184
Alaska,2013,1,20 years,6856.627570399658
Alaska,2013,1,21 years,6680.632951371343
Alaska,2013,1,22 to 24 years,19108.718083452262
Alaska,2013,1,25 to 29 years,30903.427231937094
Alaska,2013,1,30 to 34 years,26637.604169558916
Alaska,2013,1,35 to 39 years,23856.47989909984
Alaska,2013,1,40 to 44 years,25230.67044186163
Alaska,2013,1,45 to 49 years,27393.76709666313
Alaska,2013,1,5 to 9 years,26639.650618617383
Alaska,2013,1,50 to 54 years,29321.522109740723
Alaska,2013,1,55 to 59 years,27918.681280160374
Alaska,2013,1,60 and 61 years,8933.773364745473
Alaska,2013,1,62 to 64 years,11087.660998783867
Alaska,2013,1,65 and 66 years,6105.580765941614
Alaska,2013,1,67 to 69 years,6315.341794434665
Alaska,2013,1,70 to 74 years,8097.7989243609745
Alaska,2013,1,75 to 79 years,4513.443398452901
Alaska,2013,1,80 to 84 years,2849.6803139177805
Alaska,2013,1,85 years and over,1735.388801581528
Alaska,2013,1,Under 5 years,28934.743237690123
Alaska,2013,2,10 to 14 years,25709.539521543324
Alaska,2013,2,15 to 17 years,15335.066019635826
Alaska,2013,2,18 and 19 years,9386.038606667074
Alaska,2013,2,20 years,5405.695187945291
Alaska,2013,2,21 years,5264.490202910944
Alaska,2013,2,22 to 24 years,15873.282122013115
Alaska,2013,2,25 to 29 years,27559.529470399102
Alaska,2013,2,30 to 34 years,24409.02114488641
Alaska,2013,2,35 to 39 years,22296.06249201739
Alaska,2013,2,40 to 44 years,23123.851136168014
Alaska,2013,2,45 to 49 years,25302.296158908033
Alaska,2013,2,5 to 9 years,24904.261817035855
Alaska,2013,2,50 to 54 years,27313.95558338285
Alaska,2013,2,55 to 59 years,24915.517286857434
Alaska,2013,2,60 and 61 years,8337.233464201823
Alaska,2013,2,62 to 64 years,9923.231484515129
Alaska,2013,2,65 and 66 years,5244.025712326256
Alaska,2013,2,67 to 69 years,5664.570993841592
Alaska,2013,2,70 to 74 years,7858.364384520127
Alaska,2013,2,75 to 79 years,4719.111528829014
Alaska,2013,2,80 to 84 years,3983.4130923094863
Alaska,2013,2,85 years and over,3300.922331310147
Alaska,2013,2,Under 5 years,26689.78862054987
Alaska,2014,1,10 to 14 years,26670.024248249352
Alaska,2014,1,15 to 17 years,16049.531271454072
Alaska,2014,1,18 and 19 years,11123.968036523413
Alaska,2014,1,20 years,6940.474467939037
Alaska,2014,1,21 years,7284.21246052451
Alaska,2014,1,22 to 24 years,19931.74859947824
Alaska,2014,1,25 to 29 years,31826.094137031447
Alaska,2014,1,30 to 34 years,27442.423737470825
Alaska,2014,1,35 to 39 years,23949.439136344914
Alaska,2014,1,40 to 44 years,24898.762592338324
Alaska,2014,1,45 to 49 years,25902.679729507076
Alaska,2014,1,5 to 9 years,26818.640380337776
Alaska,2014,1,50 to 54 years,28361.417370589046
Alaska,2014,1,55 to 59 years,27106.77369765207
Alaska,2014,1,60 and 61 years,9440.662866950433
Alaska,2014,1,62 to 64 years,11635.531049018264
Alaska,2014,1,65 and 66 years,6552.25273513662
Alaska,2014,1,67 to 69 years,6389.48268570644
Alaska,2014,1,70 to 74 years,8542.900109844844
Alaska,2014,1,75 to 79 years,4701.122545654263
Alaska,2014,1,80 to 84 years,2933.9048661265965
Alaska,2014,1,85 years and over,1772.2726500068654
Alaska,2014,1,Under 5 years,28023.74534257861
Alaska,2014,2,10 to 14 years,25322.369118495128
Alaska,2014,2,15 to 17 years,15271.06581765756
Alaska,2014,2,18 and 19 years,9020.089323081149
Alaska,2014,2,20 years,5372.422625291776
Alaska,2014,2,21 years,5297.609062199644
Alaska,2014,2,22 to 24 years,15798.804735685846
Alaska,2014,2,25 to 29 years,27949.94277358232
Alaska,2014,2,30 to 34 years,25056.477671289307
Alaska,2014,2,35 to 39 years,21618.086751338735
Alaska,2014,2,40 to 44 years,22869.697441988195
Alaska,2014,2,45 to 49 years,24040.428604970482
Alaska,2014,2,5 to 9 years,24929.092415213512
Alaska,2014,2,50 to 54 years,26517.36413977757
Alaska,2014,2,55 to 59 years,24757.223418920777
Alaska,2014,2,60 and 61 years,8517.625257448854
Alaska,2014,2,62 to 64 years,10563.877307428258
Alaska,2014,2,65 and 66 years,5595.852320472333
Alaska,2014,2,67 to 69 years,6179.195913771798
Alaska,2014,2,70 to 74 years,8139.513465604834
Alaska,2014,2,75 to 79 years,4864.903589180283
Alaska,2014,2,80 to 84 years,3753.8210778525336
Alaska,2014,2,85 years and over,3500.0615597967876
Alaska,2014,2,Under 5 years,27073.410892489363
Alaska,2015,1,10 to 14 years,26499.899028464293
Alaska,2015,1,15 to 17 years,16019.61638043293
Alaska,2015,1,18 and 19 years,11188.287540480655
Alaska,2015,1,20 years,7315.380096130902
Alaska,2015,1,21 years,7000.599511845918
Alaska,2015,1,22 to 24 years,20873.070373274244
Alaska,2015,1,25 to 29 years,32599.401404465654
Alaska,2015,1,30 to 34 years,28392.60528924493
Alaska,2015,1,35 to 39 years,24354.764886995057
Alaska,2015,1,40 to 44 years,23562.28213806034
Alaska,2015,1,45 to 49 years,24904.876642918018
Alaska,2015,1,5 to 9 years,26425.478059655703
Alaska,2015,1,50 to 54 years,27780.140829725584
Alaska,2015,1,55 to 59 years,26449.61459008011
Alaska,2015,1,60 and 61 years,9878.880764956537
Alaska,2015,1,62 to 64 years,12043.12299301176
Alaska,2015,1,65 and 66 years,6720.012345662179
Alaska,2015,1,67 to 69 years,7116.253720129538
Alaska,2015,1,70 to 74 years,8927.4991907278
Alaska,2015,1,75 to 79 years,4861.499502982785
Alaska,2015,1,80 to 84 years,3032.151634566218
Alaska,2015,1,85 years and over,1892.7062607806374
Alaska,2015,1,Under 5 years,28507.253808760866
Alaska,2015,2,10 to 14 years,24962.200902675984
Alaska,2015,2,15 to 17 years,14818.823991818646
Alaska,2015,2,18 and 19 years,8565.451234361684
Alaska,2015,2,20 years,5176.280087267769
Alaska,2015,2,21 years,5396.525927390489
Alaska,2015,2,22 to 24 years,15752.103168229078
Alaska,2015,2,25 to 29 years,28419.758885972387
Alaska,2015,2,30 to 34 years,25415.766536901312
Alaska,2015,2,35 to 39 years,22127.164266575764
Alaska,2015,2,40 to 44 years,22092.970848474517
Alaska,2015,2,45 to 49 years,22913.61288290438
Alaska,2015,2,5 to 9 years,25205.57758445543
Alaska,2015,2,50 to 54 years,25648.080642236237
Alaska,2015,2,55 to 59 years,25341.34556809272
Alaska,2015,2,60 and 61 years,8763.571921595363
Alaska,2015,2,62 to 64 years,10314.344001363559
Alaska,2015,2,65 and 66 years,5804.835567070053
Alaska,2015,2,67 to 69 years,7167.543847281405
Alaska,2015,2,70 to 74 years,8316.040419976138
Alaska,2015,2,75 to 79 years,4921.840829043805
Alaska,2015,2,80 to 84 years,3779.378388955173
Alaska,2015,2,85 years and over,3540.0244622464634
Alaska,2015,2,Under 5 years,26758.36104175899
Alaska,2016,1,10 to 14 years,26916.759731561837
Alaska,2016,1,15 to 17 years,15538.421078773978
Alaska,2016,1,18 and 19 years,10909.398543811198
Alaska,2016,1,20 years,6494.7198784021275
Alaska,2016,1,21 years,6578.243545880804
Alaska,2016,1,22 to 24 years,20815.50676863155
Alaska,2016,1,25 to 29 years,32588.318646137977
Alaska,2016,1,30 to 34 years,29011.895583255864
Alaska,2016,1,35 to 39 years,25362.01194536238
Alaska,2016,1,40 to 44 years,22969.00855663597
Alaska,2016,1,45 to 49 years,24650.55130792354
Alaska,2016,1,5 to 9 years,26602.791246581754
Alaska,2016,1,50 to 54 years,27596.01847310529
Alaska,2016,1,55 to 59 years,26729.586211669866
Alaska,2016,1,60 and 61 years,9800.445753913591
Alaska,2016,1,62 to 64 years,12672.452344083978
Alaska,2016,1,65 and 66 years,7354.107975110435
Alaska,2016,1,67 to 69 years,7579.521246378188
Alaska,2016,1,70 to 74 years,9213.767463069396
Alaska,2016,1,75 to 79 years,5301.2371117791145
Alaska,2016,1,80 to 84 years,2850.8740959890342
Alaska,2016,1,85 years and over,2110.2304903949894
Alaska,2016,1,Under 5 years,28081.05953002965
Alaska,2016,2,10 to 14 years,24196.705837647838
Alaska,2016,2,15 to 17 years,14733.373681389146
Alaska,2016,2,18 and 19 years,8261.798915661833
Alaska,2016,2,20 years,5145.259178535804
Alaska,2016,2,21 years,5252.934267936025
Alaska,2016,2,22 to 24 years,15577.667139396488
Alaska,2016,2,25 to 29 years,28982.712615100663
Alaska,2016,2,30 to 34 years,25922.52619579157
Alaska,2016,2,35 to 39 years,22355.159916130036
Alaska,2016,2,40 to 44 years,21950.62359894416
Alaska,2016,2,45 to 49 years,22546.358673008934
Alaska,2016,2,5 to 9 years,26036.23914067218
Alaska,2016,2,50 to 54 years,25248.299000481777
Alaska,2016,2,55 to 59 years,25654.847936161113
Alaska,2016,2,60 and 61 years,9408.991456935217
Alaska,2016,2,62 to 64 years,10476.68556771685
Alaska,2016,2,65 and 66 years,6011.691439971229
Alaska,2016,2,67 to 69 years,7613.735760767043
Alaska,2016,2,70 to 74 years,9098.041899695327
Alaska,2016,2,75 to 79 years,4988.274936045762
Alaska,2016,2,80 to 84 years,3724.3505221515766
Alaska,2016,2,85 years and over,3896.429403342584
Alaska,2016,2,Under 5 years,26694.36538803428
Alaska,2017,1,10 to 14 years,26566.84797952787
Alaska,2017,1,15 to 17 years,15501.585014182909
Alaska,2017,1,18 and 19 years,10083.64282358357
Alaska,2017,1,20 years,6370.514389390237
Alaska,2017,1,21 years,6718.088051830238
Alaska,2017,1,22 to 24 years,20619.031243018555
Alaska,2017,1,25 to 29 years,33017.49462538842
Alaska,2017,1,30 to 34 years,29545.76461381192
Alaska,2017,1,35 to 39 years,26002.91722461801
Alaska,2017,1,40 to 44 years,22211.659840366116
Alaska,2017,1,45 to 49 years,23775.240494743186
Alaska,2017,1,5 to 9 years,26215.26770426435
Alaska,2017,1,50 to 54 years,26355.499153087407
Alaska,2017,1,55 to 59 years,26633.95874432176
Alaska,2017,1,60 and 61 years,9717.037750231868
Alaska,2017,1,62 to 64 years,12846.202365397765
Alaska,2017,1,65 and 66 years,7692.696621150474
Alaska,2017,1,67 to 69 years,8633.248981470826
Alaska,2017,1,70 to 74 years,9943.411374760515
Alaska,2017,1,75 to 79 years,5513.0992451578395
Alaska,2017,1,80 to 84 years,3069.065422813158
Alaska,2017,1,85 years and over,2142.5362073751126
Alaska,2017,1,Under 5 years,27782.854971464934
Alaska,2017,2,10 to 14 years,23837.342993507682
Alaska,2017,2,15 to 17 years,14381.736730010223
Alaska,2017,2,18 and 19 years,8265.642254913244
Alaska,2017,2,20 years,4783.895711277951
Alaska,2017,2,21 years,5047.33050442412
