state,year,sex,agecat,pop
IL,2016,Male,25-34,894501.3047200663
IL,2016,Male,35-44,832555.0208657482
IL,2016,Male,45-54,870589.5161630181
IL,2016,Male,55-64,778829.84905519
IL,2016,Male,65+,766248.1641670462
IL,2016,Female,0-17,1462227.1291789466
IL,2016,Female,18-24,607443.0677112043
IL,2016,Female,25-34,882343.800069703
IL,2016,Female,35-44,836585.2321602367
IL,2016,Female,45-54,894454.3953761235
IL,2016,Female,55-64,831145.744405169
IL,2016,Female,65+,1014407.5762647137
IL,2017,Male,0-17,1501558.604048722
IL,2017,Male,18-24,623826.2448074709
IL,2017,Male,25-34,893607.52166731
IL,2017,Male,35-44,824766.411620623
IL,2017,Male,45-54,853490.9066419096
IL,2017,Male,55-64,787747.2437001567
IL,2017,Male,65+,794047.5744524536
IL,2017,Female,0-17,1441709.4406393515
IL,2017,Female,18-24,599088.4447112246
IL,2017,Female,25-34,879019.4808063712
IL,2017,Female,35-44,828074.7318104145
IL,2017,Female,45-54,876279.1253875874
IL,2017,Female,55-64,838918.7807307714
IL,2017,Female,65+,1044061.488975634
IL,2018,Male,0-17,1496260.3653872574
IL,2018,Male,18-24,621625.07841985
IL,2018,Male,25-34,890454.4339977998
IL,2018,Male,35-44,821856.2293094278
IL,2018,Male,45-54,850479.3701580284
IL,2018,Male,55-64,784967.6832549097
IL,2018,Male,65+,791245.7833357684
IL,2018,Female,0-17,1436622.3793176038
IL,2018,Female,18-24,596974.5654721147
IL,2018,Female,25-34,875917.8669334054
IL,2018,Female,35-44,825152.8761153854
IL,2018,Female,45-54,873187.1808388735
IL,2018,Female,55-64,835958.6618876497
IL,2018,Female,65+,1040377.5255719271
IL,2019,Male,0-17,1490962.126725793
IL,2019,Male,18-24,619423.912032229
IL,2019,Male,25-34,887301.3463282895
IL,2019,Male,35-44,818946.0469982324
IL,2019,Male,45-54,847467.8336741473
IL,2019,Male,55-64,782188.1228096625
IL,2019,Male,65+,788443.992219083
IL,2019,Female,0-17,1431535.317995856
IL,2019,Female,18-24,594860.6862330047
IL,2019,Female,25-34,872816.2530604396
IL,2019,Female,35-44,822231.0204203562
IL,2019,Female,45-54,870095.2362901596
IL,2019,Female,55-64,832998.5430445278
IL,2019,Female,65+,1036693.5621682201
IN,2008,Male,0-17,823233.2133528262
IN,2008,Male,18-24,327690.83766941057
IN,2008,Male,25-34,414339.74654088775
IN,2008,Male,35-44,434370.84301456757
IN,2008,Male,45-54,465022.1849596986
IN,2008,Male,55-64,351004.7192958891
IN,2008,Male,65+,343194.7141184012
IN,2008,Female,0-17,785692.9282431914
IN,2008,Female,18-24,317763.3910164213
IN,2008,Female,25-34,407908.3309197902
IN,2008,Female,35-44,434583.0877392987
IN,2008,Female,45-54,474001.5384319314
IN,2008,Female,55-64,372948.0206008728
IN,2008,Female,65+,473052.44409681304
IN,2009,Male,0-17,827656.2554324977
IN,2009,Male,18-24,329451.4449197323
IN,2009,Male,25-34,416565.8983828025
IN,2009,Male,35-44,436704.6173153044
IN,2009,Male,45-54,467520.64184736554
IN,2009,Male,55-64,352890.586652098
IN,2009,Male,65+,345038.6201190888
IN,2009,Female,0-17,789914.2750340558
IN,2009,Female,18-24,319470.66038681095
IN,2009,Female,25-34,410099.9282497361
IN,2009,Female,35-44,436918.00238196226
IN,2009,Female,45-54,476548.2393136595
IN,2009,Female,55-64,374951.7842511872
IN,2009,Female,65+,475594.0457136989
IN,2010,Male,0-17,831642.6183671326
IN,2010,Male,18-24,331038.23052084347
IN,2010,Male,25-34,418572.2661789093
IN,2010,Male,35-44,438807.9821946527
IN,2010,Male,45-54,469772.4304922337
IN,2010,Male,55-64,354590.26564972283
IN,2010,Male,65+,346700.48053182923
IN,2010,Female,0-17,793718.8557000828
IN,2010,Female,18-24,321009.3740628211
IN,2010,Female,25-34,412075.15303990804
IN,2010,Female,35-44,439022.39501928975
IN,2010,Female,45-54,478843.50890812755
IN,2010,Female,55-64,376757.7198496961
IN,2010,Female,65+,477884.71948475065
IN,2011,Male,0-17,829361.7541802663
IN,2011,Male,18-24,332570.7348618446
IN,2011,Male,25-34,420011.93093810685
IN,2011,Male,35-44,432135.9013311221
IN,2011,Male,45-54,470212.98246551806
IN,2011,Male,55-64,366826.579595411
IN,2011,Male,65+,354530.98167580634
IN,2011,Female,0-17,791338.1804512187
IN,2011,Female,18-24,323088.81880462094
IN,2011,Female,25-34,412901.50346887496
IN,2011,Female,35-44,431221.2275717689
IN,2011,Female,45-54,479269.86800101143
IN,2011,Female,55-64,389369.35042609106
IN,2011,Female,65+,483205.1862283387
IN,2012,Male,0-17,827248.8068361414
IN,2012,Male,18-24,334718.96662878746
IN,2012,Male,25-34,420513.81732564647
IN,2012,Male,35-44,425654.7948556247
IN,2012,Male,45-54,467844.07575017
IN,2012,Male,55-64,377829.59133948956
IN,2012,Male,65+,363855.20477123687
IN,2012,Female,0-17,788124.9597981968
IN,2012,Female,18-24,324428.9472903525
IN,2012,Female,25-34,414940.3928622641
IN,2012,Female,35-44,424930.01782737876
IN,2012,Female,45-54,476930.5015257041
IN,2012,Female,55-64,400190.82752527547
IN,2012,Female,65+,490429.0956637314
IN,2013,Male,0-17,823742.214414705
IN,2013,Male,18-24,337506.3308056764
IN,2013,Male,25-34,421422.9163646008
IN,2013,Male,35-44,422708.3878312983
IN,2013,Male,45-54,463950.34533461265
IN,2013,Male,55-64,388955.435861026
IN,2013,Male,65+,374342.3978701924
IN,2013,Female,0-17,786514.9607391469
IN,2013,Female,18-24,326747.6907891051
IN,2013,Female,25-34,416938.38531842805
IN,2013,Female,35-44,420768.586182729
IN,2013,Female,45-54,473112.9843066491
IN,2013,Female,55-64,412150.3821848233
IN,2013,Female,65+,499505.9819970065
IN,2014,Male,0-17,820806.0000489117
IN,2014,Male,18-24,339552.6723038342
IN,2014,Male,25-34,423184.0963979487
IN,2014,Male,35-44,419482.39580026385
IN,2014,Male,45-54,458389.0529126036
IN,2014,Male,55-64,398577.3112650673
IN,2014,Male,65+,385823.42586792546
IN,2014,Female,0-17,783655.9626321245
IN,2014,Female,18-24,328194.60921210854
IN,2014,Female,25-34,419327.1924536688
IN,2014,Female,35-44,417953.54205490917
IN,2014,Female,45-54,467471.4721302285
IN,2014,Female,55-64,421205.75763583183
IN,2014,Female,65+,509909.5092845742
IN,2015,Male,0-17,816904.5787811643
IN,2015,Male,18-24,341617.76989439985
IN,2015,Male,25-34,424518.18775653123
IN,2015,Male,35-44,416592.6329597657
IN,2015,Male,45-54,451395.45634632406
IN,2015,Male,55-64,405880.35732179164
IN,2015,Male,65+,397883.3739402875
IN,2015,Female,0-17,779324.0888810401
IN,2015,Female,18-24,328121.7915244316
IN,2015,Female,25-34,421223.4185309147
IN,2015,Female,35-44,415841.1237654037
IN,2015,Female,45-54,459634.89450137736
IN,2015,Female,55-64,428598.6714142719
IN,2015,Female,65+,520759.6543822965
IN,2016,Male,0-17,813959.4055364395
IN,2016,Male,18-24,343798.3397904995
IN,2016,Male,25-34,427034.5220358572
IN,2016,Male,35-44,413777.05084726214
IN,2016,Male,45-54,444897.3790018116
IN,2016,Male,55-64,411689.2759615259
IN,2016,Male,65+,411720.4818542249
IN,2016,Female,0-17,778539.7106813213
IN,2016,Female,18-24,328536.6449772656
IN,2016,Female,25-34,424290.41676174104
IN,2016,Female,35-44,413726.71876226366
IN,2016,Female,45-54,452307.2685552853
IN,2016,Female,55-64,434218.9238485378
IN,2016,Female,65+,534847.8613859643
IN,2017,Male,0-17,812561.2220425138
IN,2017,Male,18-24,343768.00131198234
IN,2017,Male,25-34,428881.57161552226
IN,2017,Male,35-44,413392.37189968943
IN,2017,Male,45-54,438732.11057541263
IN,2017,Male,55-64,417653.5883852517
IN,2017,Male,65+,425784.33581457956
IN,2017,Female,0-17,776186.8256481523
IN,2017,Female,18-24,327949.5440841507
IN,2017,Female,25-34,426727.80458749353
IN,2017,Female,35-44,413859.5752194675
IN,2017,Female,45-54,445134.00434082025
IN,2017,Female,55-64,439980.67117137136
IN,2017,Female,65+,549470.3733035922
IN,2018,Male,0-17,816440.483081051
IN,2018,Male,18-24,345409.18941893295
IN,2018,Male,25-34,430929.1017286781
IN,2018,Male,35-44,415365.9547860446
IN,2018,Male,45-54,440826.6682982539
IN,2018,Male,55-64,419647.51481082686
IN,2018,Male,65+,427817.07936661993
IN,2018,Female,0-17,779892.431120924
IN,2018,Female,18-24,329515.21305094415
IN,2018,Female,25-34,428765.05236832623
IN,2018,Female,35-44,415835.3885883837
IN,2018,Female,45-54,447259.1254432362
IN,2018,Female,55-64,442081.1896665738
IN,2018,Female,65+,552093.6082712038
IN,2019,Male,0-17,820319.7441195884
IN,2019,Male,18-24,347050.37752588355
IN,2019,Male,25-34,432976.63184183394
IN,2019,Male,35-44,417339.5376723999
IN,2019,Male,45-54,442921.2260210951
IN,2019,Male,55-64,421641.441236402
IN,2019,Male,65+,429849.82291866036
IN,2019,Female,0-17,783598.0365936958
IN,2019,Female,18-24,331080.88201773755
IN,2019,Female,25-34,430802.3001491589
IN,2019,Female,35-44,417811.2019572999
IN,2019,Female,45-54,449384.24654565216
IN,2019,Female,55-64,444181.7081617763
IN,2019,Female,65+,554716.8432388155
IA,2008,Male,0-17,370551.36252725637
IA,2008,Male,18-24,157259.3442457183
IA,2008,Male,25-34,188441.17129153357
IA,2008,Male,35-44,191101.58313173207
IA,2008,Male,45-54,220404.11925734693
IA,2008,Male,55-64,173290.8259699821
IA,2008,Male,65+,188180.1308816494
IA,2008,Female,0-17,353551.7309303188
IA,2008,Female,18-24,150052.22856133094
IA,2008,Female,25-34,181153.04306614766
IA,2008,Female,35-44,187726.06059012678
IA,2008,Female,45-54,220378.11523184122
IA,2008,Female,55-64,176125.26475010335
IA,2008,Female,65+,258519.01956491254
IA,2009,Male,0-17,372533.37910072284
IA,2009,Male,18-24,158100.49788364227
IA,2009,Male,25-34,189449.11124910362
IA,2009,Male,35-44,192123.75318232772
IA,2009,Male,45-54,221583.02361826724
IA,2009,Male,55-64,174217.7292925328
IA,2009,Male,65+,189186.67457821209
IA,2009,Female,0-17,355442.8193492155
IA,2009,Female,18-24,150854.83255626907
IA,2009,Female,25-34,182122.0000583503
IA,2009,Female,35-44,188730.17554148886
IA,2009,Female,45-54,221556.8805016267
IA,2009,Female,55-64,177067.32900635124
IA,2009,Female,65+,259901.79408188997
IA,2010,Male,0-17,374731.7027630512
IA,2010,Male,18-24,159033.4507008166
IA,2010,Male,25-34,190567.052586525
IA,2010,Male,35-44,193257.47761189577
IA,2010,Male,45-54,222890.58753419376
IA,2010,Male,55-64,175245.79007362414
IA,2010,Male,65+,190303.06727388524
IA,2010,Female,0-17,357540.29142612376
IA,2010,Female,18-24,151745.02862080844
IA,2010,Female,25-34,183196.70403018038
IA,2010,Female,35-44,189843.87443120917
IA,2010,Female,45-54,222864.29014672776
IA,2010,Female,55-64,178112.2053074214
IA,2010,Female,65+,261435.47749353756
IA,2011,Male,0-17,374475.73294889036
IA,2011,Male,18-24,159578.56015270427
IA,2011,Male,25-34,194199.0792318352
IA,2011,Male,35-44,189878.46595384442
IA,2011,Male,45-54,221754.74341433105
IA,2011,Male,55-64,182052.22051231653
IA,2011,Male,65+,193157.6021252753
IA,2011,Female,0-17,358303.51465537655
IA,2011,Female,18-24,151592.55414531575
IA,2011,Female,25-34,186390.02321827968
IA,2011,Female,35-44,186064.43522962695
IA,2011,Female,45-54,221774.96627076913
IA,2011,Female,55-64,184653.8909930725
IA,2011,Female,65+,262178.2111483623
IA,2012,Male,0-17,374141.4560802009
IA,2012,Male,18-24,159441.68541851646
IA,2012,Male,25-34,197326.0803902422
IA,2012,Male,35-44,186982.41119244165
IA,2012,Male,45-54,219532.4685655749
IA,2012,Male,55-64,187631.41385580873
IA,2012,Male,65+,196351.06239208885
IA,2012,Female,0-17,357992.0896511603
IA,2012,Female,18-24,152094.73302870477
IA,2012,Female,25-34,188870.8777292376
IA,2012,Female,35-44,182779.5385792838
IA,2012,Female,45-54,219674.78485723078
IA,2012,Female,55-64,189933.7079073488
IA,2012,Female,65+,263344.6903521603
IA,2013,Male,0-17,374136.27997033845
IA,2013,Male,18-24,160804.95358088496
IA,2013,Male,25-34,199363.48036687035
IA,2013,Male,35-44,185753.162724041
IA,2013,Male,45-54,217175.26145539357
IA,2013,Male,55-64,193504.66078791124
IA,2013,Male,65+,200525.9525846573
IA,2013,Female,0-17,358112.140780584
IA,2013,Female,18-24,153104.96384291144
IA,2013,Female,25-34,190943.38403351713
IA,2013,Female,35-44,181096.2040826722
IA,2013,Female,45-54,217151.02224320685
IA,2013,Female,55-64,195606.40247793263
IA,2013,Female,65+,265800.13106907863
IA,2014,Male,0-17,374975.0788339361
IA,2014,Male,18-24,162665.98532868805
IA,2014,Male,25-34,200897.90653763537
IA,2014,Male,35-44,185980.32527429116
IA,2014,Male,45-54,213767.8181848897
IA,2014,Male,55-64,197990.55914981762
IA,2014,Male,65+,205400.35521988125
IA,2014,Female,0-17,357813.8497080682
IA,2014,Female,18-24,154315.69571517123
IA,2014,Female,25-34,192402.14853501297
IA,2014,Female,35-44,180957.62506156362
IA,2014,Female,45-54,213021.28249357722
IA,2014,Female,55-64,199945.29062842336
IA,2014,Female,65+,269370.07932904415
IA,2015,Male,0-17,375162.3342748695
IA,2015,Male,18-24,164747.32670098782
IA,2015,Male,25-34,200799.9623665681
IA,2015,Male,35-44,185601.95513469097
IA,2015,Male,45-54,210023.50400158268
IA,2015,Male,55-64,201200.54720729677
IA,2015,Male,65+,210916.4953971617
IA,2015,Female,0-17,358021.9446288798
IA,2015,Female,18-24,155679.17565910227
IA,2015,Female,25-34,192624.80272026162
IA,2015,Female,35-44,181474.01411851717
IA,2015,Female,45-54,208663.3317967911
IA,2015,Female,55-64,203360.88006372016
IA,2015,Female,65+,273183.7259295703
IA,2016,Male,0-17,375670.36279340455
IA,2016,Male,18-24,166215.24354525172
IA,2016,Male,25-34,201925.54189981357
IA,2016,Male,35-44,186128.45031479863
IA,2016,Male,45-54,205225.0875767602
IA,2016,Male,55-64,203316.73439421822
IA,2016,Male,65+,217020.98857460706
IA,2016,Female,0-17,357744.14182564866
IA,2016,Female,18-24,156617.02344436292
IA,2016,Female,25-34,192524.91145755036
IA,2016,Female,35-44,181452.83380099523
IA,2016,Female,45-54,204216.97707356844
IA,2016,Female,55-64,205986.21100667
IA,2016,Female,65+,277740.4922923502
IA,2017,Male,0-17,376030.40365966223
IA,2017,Male,18-24,166957.15240777886
IA,2017,Male,25-34,201491.66789123643
IA,2017,Male,35-44,187111.86423792422
IA,2017,Male,45-54,201252.72703266283
IA,2017,Male,55-64,205164.50142618813
IA,2017,Male,65+,222703.970272621
IA,2017,Female,0-17,358641.155015455
IA,2017,Female,18-24,157159.56901698533
IA,2017,Female,25-34,192766.79789083233
IA,2017,Female,35-44,183132.54116286128
IA,2017,Female,45-54,199971.3184620003
IA,2017,Female,55-64,208828.26125764972
IA,2017,Female,65+,282425.0702661427
IA,2018,Male,0-17,377526.56504501775
IA,2018,Male,18-24,167621.44668295007
IA,2018,Male,25-34,202293.36916335643
IA,2018,Male,35-44,187856.35070308796
IA,2018,Male,45-54,202053.47759951407
IA,2018,Male,55-64,205980.81628182787
IA,2018,Male,65+,223590.07170868688
IA,2018,Female,0-17,360068.1275211651
IA,2018,Female,18-24,157784.88036472187
IA,2018,Female,25-34,193533.78438069054
IA,2018,Female,35-44,183861.19457445588
IA,2018,Female,45-54,200766.9705208489
IA,2018,Female,55-64,209659.15359407742
IA,2018,Female,65+,283548.79185959924
IA,2019,Male,0-17,379022.7264303733
IA,2019,Male,18-24,168285.7409581213
IA,2019,Male,25-34,203095.07043547643
IA,2019,Male,35-44,188600.8371682517
IA,2019,Male,45-54,202854.2281663653
IA,2019,Male,55-64,206797.1311374676
IA,2019,Male,65+,224476.1731447528
IA,2019,Female,0-17,361495.10002687527
IA,2019,Female,18-24,158410.1917124584
IA,2019,Female,25-34,194300.7708705488
IA,2019,Female,35-44,184589.84798605047
IA,2019,Female,45-54,201562.62257969752
IA,2019,Female,55-64,210490.04593050515
IA,2019,Female,65+,284672.51345305576
KS,2008,Male,0-17,365869.74416595564
KS,2008,Male,18-24,150263.95027282316
KS,2008,Male,25-34,183473.1319044512
KS,2008,Male,35-44,179529.89142959047
KS,2008,Male,45-54,201849.931937484
KS,2008,Male,55-64,152710.85843060745
KS,2008,Male,65+,156692.08195693704
KS,2008,Female,0-17,349352.11454692564
KS,2008,Female,18-24,140490.3113974903
KS,2008,Female,25-34,177040.0024504072
KS,2008,Female,35-44,177859.63671894607
KS,2008,Female,45-54,205052.5029087017
KS,2008,Female,55-64,156930.97535959654
KS,2008,Female,65+,210960.86652008363
KS,2009,Male,0-17,369078.5747173079
KS,2009,Male,18-24,151581.82791122008
KS,2009,Male,25-34,185082.26794369757
KS,2009,Male,35-44,181104.44360201317
KS,2009,Male,45-54,203620.2401925869
KS,2009,Male,55-64,154050.19647609803
KS,2009,Male,65+,158066.33699648565
KS,2009,Female,0-17,352416.07858388964
KS,2009,Female,18-24,141722.47013859893
KS,2009,Female,25-34,178592.7172559711
KS,2009,Female,35-44,179419.54005956586
KS,2009,Female,45-54,206850.89904955955
KS,2009,Female,55-64,158307.32559411877
KS,2009,Female,65+,212811.08147888698
KS,2010,Male,0-17,372402.1924911607
KS,2010,Male,18-24,152946.84905292332
KS,2010,Male,25-34,186748.9664667257
KS,2010,Male,35-44,182735.3211140454
KS,2010,Male,45-54,205453.8764309912
KS,2010,Male,55-64,155437.44571283748
KS,2010,Male,65+,159489.75228817985
KS,2010,Female,0-17,355589.6476361437
KS,2010,Female,18-24,142998.70602161586
KS,2010,Female,25-34,180200.97622848733
KS,2010,Female,35-44,181035.24471751085
KS,2010,Female,45-54,208713.6279417612
KS,2010,Female,55-64,159732.91103071233
KS,2010,Female,65+,214727.48286690525
KS,2011,Male,0-17,372868.0880700533
KS,2011,Male,18-24,152333.28963417327
KS,2011,Male,25-34,191075.09504112526
KS,2011,Male,35-44,179941.43714113638
KS,2011,Male,45-54,203345.83324002067
KS,2011,Male,55-64,161110.69825166857
KS,2011,Male,65+,161377.23311674205
KS,2011,Female,0-17,355375.0907087109
KS,2011,Female,18-24,141564.47033276403
KS,2011,Female,25-34,183924.25850896418
KS,2011,Female,35-44,177824.35982882284
KS,2011,Female,45-54,207633.70021388313
KS,2011,Female,55-64,164994.2024454386
KS,2011,Female,65+,215667.24346649664
KS,2012,Male,0-17,373912.10538327426
KS,2012,Male,18-24,153300.89688560853
KS,2012,Male,25-34,194072.85341347783
KS,2012,Male,35-44,177956.95558264764
KS,2012,Male,45-54,201508.93613002042
KS,2012,Male,55-64,165997.28961311848
KS,2012,Male,65+,165092.57296252117
KS,2012,Female,0-17,356493.77989101363
KS,2012,Female,18-24,141541.6044024533
KS,2012,Female,25-34,186757.19718622058
KS,2012,Female,35-44,174884.56212491446
KS,2012,Female,45-54,205724.87524231168
KS,2012,Female,55-64,170407.53028795414
KS,2012,Female,65+,217709.84089446382
KS,2013,Male,0-17,374062.00353752496
KS,2013,Male,18-24,154352.1038336436
KS,2013,Male,25-34,196537.46185898923
KS,2013,Male,35-44,176247.32863871538
KS,2013,Male,45-54,197267.87437149312
KS,2013,Male,55-64,170069.08799427637
KS,2013,Male,65+,169134.88635535564
KS,2013,Female,0-17,357119.2580472068
KS,2013,Female,18-24,141580.98229250163
KS,2013,Female,25-34,188297.11738090665
KS,2013,Female,35-44,172994.7734725378
KS,2013,Female,45-54,200158.24985260313
KS,2013,Female,55-64,175150.70101289806
KS,2013,Female,65+,220538.1713513478
KS,2014,Male,0-17,372976.88525001856
KS,2014,Male,18-24,155605.8490613421
KS,2014,Male,25-34,197255.5668264338
KS,2014,Male,35-44,176097.64704853995
KS,2014,Male,45-54,193007.27951477413
KS,2014,Male,55-64,173879.92434960627
KS,2014,Male,65+,173343.60574773166
KS,2014,Female,0-17,356507.97989001527
KS,2014,Female,18-24,142318.6311668689
KS,2014,Female,25-34,189298.32948379888
KS,2014,Female,35-44,171824.20408013192
KS,2014,Female,45-54,195706.984597006
KS,2014,Female,55-64,178897.97475776516
KS,2014,Female,65+,224175.13822596747
KS,2015,Male,0-17,371892.9495929294
KS,2015,Male,18-24,158001.85473007656
KS,2015,Male,25-34,198530.90691662286
KS,2015,Male,35-44,176411.351250455
KS,2015,Male,45-54,188702.1164498838
KS,2015,Male,55-64,176301.7290094978
KS,2015,Male,65+,178240.73525321754
KS,2015,Female,0-17,355754.34316504013
KS,2015,Female,18-24,143481.43349209658
KS,2015,Female,25-34,188987.73770155205
KS,2015,Female,35-44,171364.705331894
KS,2015,Female,45-54,191159.06263941043
KS,2015,Female,55-64,182310.83808949022
KS,2015,Female,65+,228362.2363778337
KS,2016,Male,0-17,370650.4160854048
KS,2016,Male,18-24,156606.75427700178
KS,2016,Male,25-34,196938.45031591022
KS,2016,Male,35-44,176005.1830950781
KS,2016,Male,45-54,185231.28959331912
KS,2016,Male,55-64,178668.0473658279
KS,2016,Male,65+,184264.98426383542
KS,2016,Female,0-17,353924.89629202307
KS,2016,Female,18-24,143178.92720367722
KS,2016,Female,25-34,189108.56461598765
KS,2016,Female,35-44,171144.52666121977
KS,2016,Female,45-54,186614.4522115094
KS,2016,Female,55-64,185804.8450435636
KS,2016,Female,65+,233121.66297564222
KS,2017,Male,0-17,367947.32711772766
KS,2017,Male,18-24,157077.69115268852
KS,2017,Male,25-34,197145.24747401697
KS,2017,Male,35-44,177206.1928535515
KS,2017,Male,45-54,180338.5850558919
KS,2017,Male,55-64,180337.58269038712
KS,2017,Male,65+,189347.84621257512
KS,2017,Female,0-17,352025.75344029587
KS,2017,Female,18-24,142434.1334938116
KS,2017,Female,25-34,187747.06850149113
KS,2017,Female,35-44,171964.82362921943
KS,2017,Female,45-54,181440.18474561092
KS,2017,Female,55-64,187743.05903947214
KS,2017,Female,65+,237933.5045932599
KS,2018,Male,0-17,368050.4796767705
KS,2018,Male,18-24,157121.72725409974
KS,2018,Male,25-34,197200.51635431946
KS,2018,Male,35-44,177255.87189977337
KS,2018,Male,45-54,180389.1422557183
KS,2018,Male,55-64,180388.13960920437
KS,2018,Male,65+,189400.92912267285
KS,2018,Female,0-17,352124.4424499452
KS,2018,Female,18-24,142474.06433249993
KS,2018,Female,25-34,187799.70263997075
KS,2018,Female,35-44,172013.03327857784
KS,2018,Female,45-54,181491.050774497
KS,2018,Female,55-64,187795.69205391515
KS,2018,Female,65+,238000.20829803497
KS,2019,Male,0-17,368153.6322358134
KS,2019,Male,18-24,157165.76335551098
KS,2019,Male,25-34,197255.78523462196
KS,2019,Male,35-44,177305.55094599523
KS,2019,Male,45-54,180439.69945554473
KS,2019,Male,55-64,180438.69652802165
KS,2019,Male,65+,189454.01203277058
KS,2019,Female,0-17,352223.13145959453
KS,2019,Female,18-24,142513.99517118826
KS,2019,Female,25-34,187852.3367784504
KS,2019,Female,35-44,172061.24292793626
KS,2019,Female,45-54,181541.9168033831
KS,2019,Female,55-64,187848.3250683582
KS,2019,Female,65+,238066.91200281004
KY,2008,Male,0-17,524910.5590261671
KY,2008,Male,18-24,209089.39770238096
KY,2008,Male,25-34,280436.75551515364
KY,2008,Male,35-44,297855.19996882754
KY,2008,Male,45-54,311488.07052732864
KY,2008,Male,55-64,246525.74070961314
KY,2008,Male,65+,237166.90519404883
KY,2008,Female,0-17,495966.2331862128
KY,2008,Female,18-24,201211.9607497081
KY,2008,Female,25-34,278452.882574849
KY,2008,Female,35-44,296656.06788886536
KY,2008,Female,45-54,323311.2325711624
KY,2008,Female,55-64,263410.6814916511
KY,2008,Female,65+,323396.31289403123
KY,2009,Male,0-17,528238.268476943
KY,2009,Male,18-24,210414.93545891249
KY,2009,Male,25-34,282214.60514234356
KY,2009,Male,35-44,299743.4751175269
KY,2009,Male,45-54,313462.7722708424
KY,2009,Male,55-64,248088.6089413761
KY,2009,Male,65+,238670.44239339515
KY,2009,Female,0-17,499110.4479349148
KY,2009,Female,18-24,202487.55890997025
KY,2009,Female,25-34,280218.15529227955
KY,2009,Female,35-44,298536.74105073744
KY,2009,Female,45-54,325360.888128035
KY,2009,Female,55-64,265080.59305879753
KY,2009,Female,65+,325446.50782392576
KY,2010,Male,0-17,532046.8537234812
KY,2010,Male,18-24,211932.0220970137
KY,2010,Male,25-34,284249.3656768307
KY,2010,Male,35-44,301904.6183841255
KY,2010,Male,45-54,315722.8313408751
KY,2010,Male,55-64,249877.3218617266
KY,2010,Male,65+,240391.25055881852
KY,2010,Female,0-17,502709.0222939418
KY,2010,Female,18-24,203947.4893532825
KY,2010,Female,25-34,282238.5214712303
KY,2010,Female,35-44,300689.18379365664
KY,2010,Female,45-54,327706.7323280356
KY,2010,Female,55-64,266991.81777710165
KY,2010,Female,65+,327792.9693398802
KY,2011,Male,0-17,530576.0576750911
KY,2011,Male,18-24,213459.05177523842
KY,2011,Male,25-34,284928.2701698779
KY,2011,Male,35-44,297801.7396947202
KY,2011,Male,45-54,316361.7677537743
KY,2011,Male,55-64,257364.10260516586
KY,2011,Male,65+,245864.43759001305
KY,2011,Female,0-17,503460.3760335864
KY,2011,Female,18-24,204927.6953985598
KY,2011,Female,25-34,283653.67925042403
KY,2011,Female,35-44,295953.1272889037
KY,2011,Female,45-54,328291.6957878055
KY,2011,Female,55-64,274785.19914365944
KY,2011,Female,65+,332060.79983318044
KY,2012,Male,0-17,530228.3761435908
KY,2012,Male,18-24,214679.82205707752
KY,2012,Male,25-34,285638.4271962346
KY,2012,Male,35-44,293673.0786163297
KY,2012,Male,45-54,316004.35632430733
KY,2012,Male,55-64,264116.67851813074
KY,2012,Male,65+,252740.8248848489
KY,2012,Female,0-17,502026.2443350682
KY,2012,Female,18-24,206246.97533389844
KY,2012,Female,25-34,283796.01593348826
KY,2012,Female,35-44,291609.3354465392
KY,2012,Female,45-54,327036.58964528324
KY,2012,Female,55-64,282039.5097488184
KY,2012,Female,65+,336544.76581638446
KY,2013,Male,0-17,529367.8772095595
KY,2013,Male,18-24,217133.52473429573
KY,2013,Male,25-34,286133.6888178454
KY,2013,Male,35-44,290253.35786008544
KY,2013,Male,45-54,314171.4755993179
KY,2013,Male,55-64,269739.85015796777
KY,2013,Male,65+,260582.44902877175
KY,2013,Female,0-17,501438.1572551328
KY,2013,Female,18-24,207179.2570019304
KY,2013,Female,25-34,283761.26847456966
KY,2013,Female,35-44,287997.0841066252
KY,2013,Female,45-54,325203.3816911023
KY,2013,Female,55-64,288602.05634401226
KY,2013,Female,65+,343253.57171878417
KY,2014,Male,0-17,525488.2741383605
KY,2014,Male,18-24,219190.70835736408
KY,2014,Male,25-34,285818.7779435089
KY,2014,Male,35-44,287263.99583210895
KY,2014,Male,45-54,310773.20919349743
KY,2014,Male,55-64,274376.88217181136
KY,2014,Male,65+,268692.69418347755
KY,2014,Female,0-17,500112.8665277902
KY,2014,Female,18-24,209050.01224564662
KY,2014,Female,25-34,284305.07586227823
KY,2014,Female,35-44,285236.6623061494
KY,2014,Female,45-54,320540.2636071866
KY,2014,Female,55-64,293454.7654218127
KY,2014,Female,65+,350178.81220900733
KY,2015,Male,0-17,524269.1808285575
KY,2015,Male,18-24,220469.92792186572
KY,2015,Male,25-34,285390.10501476686
KY,2015,Male,35-44,284409.76001494535
KY,2015,Male,45-54,307764.9195384132
KY,2015,Male,55-64,278263.9832501507
KY,2015,Male,65+,277738.5827471663
KY,2015,Female,0-17,498414.8461156064
KY,2015,Female,18-24,208377.66423823603
KY,2015,Female,25-34,284245.69817205943
KY,2015,Female,35-44,283610.5876023598
KY,2015,Female,45-54,316021.3569445073
KY,2015,Female,55-64,297662.53477125894
KY,2015,Female,65+,359359.8528401063
KY,2016,Male,0-17,523053.43215248274
