state,year,sex,agecat,pop
AR,2019,Male,55-64,182022.93711231643
AR,2019,Male,65+,214205.93147285513
AR,2019,Female,0-17,349901.44515612116
AR,2019,Female,18-24,142454.89724286288
AR,2019,Female,25-34,196811.31045983406
AR,2019,Female,35-44,187851.95322779746
AR,2019,Female,45-54,196496.4481152097
AR,2019,Female,55-64,197130.23554438903
AR,2019,Female,65+,269429.73966501723
CA,2008,Male,0-17,4769697.087283667
CA,2008,Male,18-24,1988337.0025675755
CA,2008,Male,25-34,2669002.234703631
CA,2008,Male,35-44,2660612.7872912
CA,2008,Male,45-54,2551778.764958107
CA,2008,Male,55-64,1814770.255773503
CA,2008,Male,65+,1752568.2530340538
CA,2008,Female,0-17,4547244.350029875
CA,2008,Female,18-24,1822248.5234741163
CA,2008,Female,25-34,2563196.4861715483
CA,2008,Female,35-44,2622770.854435031
CA,2008,Female,45-54,2591041.4188123085
CA,2008,Female,55-64,1946693.4920760242
CA,2008,Female,65+,2304375.4893893627
CA,2009,Male,0-17,4816201.596650272
CA,2009,Male,18-24,2007723.272820752
CA,2009,Male,25-34,2695024.985656554
CA,2009,Male,35-44,2686553.741197343
CA,2009,Male,45-54,2576658.5879961103
CA,2009,Male,55-64,1832464.251600378
CA,2009,Male,65+,1769655.7798197959
CA,2009,Female,0-17,4591579.946944821
CA,2009,Female,18-24,1840015.4323526933
CA,2009,Female,25-34,2588187.6319022505
CA,2009,Female,35-44,2648342.8497912376
CA,2009,Female,45-54,2616304.0524188885
CA,2009,Female,55-64,1965673.7384269964
CA,2009,Female,65+,2326843.1324219126
CA,2010,Male,0-17,4863068.6121673575
CA,2010,Male,18-24,2027260.6605095793
CA,2010,Male,25-34,2721250.5859116493
CA,2010,Male,35-44,2712696.906791523
CA,2010,Male,45-54,2601732.3511271714
CA,2010,Male,55-64,1850296.1734563885
CA,2010,Male,65+,1786876.5051628547
CA,2010,Female,0-17,4636261.143174455
CA,2010,Female,18-24,1857920.8356231316
CA,2010,Female,25-34,2613373.585494779
CA,2010,Female,35-44,2674114.1807758166
CA,2010,Female,45-54,2641763.6101557184
CA,2010,Female,55-64,1984801.9372267437
CA,2010,Female,65+,2349485.912422835
CA,2011,Male,0-17,4849607.804817254
CA,2011,Male,18-24,2051523.7467647395
CA,2011,Male,25-34,2748125.3441144796
CA,2011,Male,35-44,2682306.2199735995
CA,2011,Male,45-54,2628083.3089546436
CA,2011,Male,55-64,1922390.2560806565
CA,2011,Male,65+,1840230.1341003051
CA,2011,Female,0-17,4623179.754375643
CA,2011,Female,18-24,1886686.2601781755
CA,2011,Female,25-34,2633255.7352132592
CA,2011,Female,35-44,2650026.410982088
CA,2011,Female,45-54,2662375.0695774592
CA,2011,Female,55-64,2060599.9293768057
CA,2011,Female,65+,2403433.0254908954
CA,2012,Male,0-17,4831055.754241734
CA,2012,Male,18-24,2075519.8998132837
CA,2012,Male,25-34,2778216.6811420675
CA,2012,Male,35-44,2658414.400367335
CA,2012,Male,45-54,2641286.5674143713
CA,2012,Male,55-64,1988250.4330341206
CA,2012,Male,65+,1904404.295375537
CA,2012,Female,0-17,4609853.3665210735
CA,2012,Female,18-24,1916274.0737968916
CA,2012,Female,25-34,2656149.4704946284
CA,2012,Female,35-44,2630064.638265093
CA,2012,Female,45-54,2672096.529499585
CA,2012,Female,55-64,2129848.722835334
CA,2012,Female,65+,2469347.1671989453
CA,2013,Male,0-17,4806568.961134869
CA,2013,Male,18-24,2090032.0689344783
CA,2013,Male,25-34,2821821.6126992246
CA,2013,Male,35-44,2640909.7821797025
CA,2013,Male,45-54,2646544.2809074363
CA,2013,Male,55-64,2053094.2347709578
CA,2013,Male,65+,1976616.3083268327
CA,2013,Female,0-17,4588211.0429133335
CA,2013,Female,18-24,1937321.1942517813
CA,2013,Female,25-34,2687807.3526835325
CA,2013,Female,35-44,2616843.977132057
CA,2013,Female,45-54,2673624.0294383457
CA,2013,Female,55-64,2197775.7200525417
CA,2013,Female,65+,2543653.434574905
CA,2014,Male,0-17,4777817.062520766
CA,2014,Male,18-24,2094847.1921423639
CA,2014,Male,25-34,2864059.0104403766
CA,2014,Male,35-44,2633746.4831653573
CA,2014,Male,45-54,2649618.8744535674
CA,2014,Male,55-64,2112630.1960237916
CA,2014,Male,65+,2056121.5202184469
CA,2014,Female,0-17,4569561.304524217
CA,2014,Female,18-24,1952410.668185553
CA,2014,Female,25-34,2729983.3190741725
CA,2014,Female,35-44,2617838.57863192
CA,2014,Female,45-54,2675821.5614462635
CA,2014,Female,55-64,2261180.0714804083
CA,2014,Female,65+,2629503.1576927947
CA,2015,Male,0-17,4752594.969704746
CA,2015,Male,18-24,2091610.747596812
CA,2015,Male,25-34,2918223.321934427
CA,2015,Male,35-44,2632039.1458843937
CA,2015,Male,45-54,2648187.558286795
CA,2015,Male,55-64,2167276.5225106985
CA,2015,Male,65+,2141331.3930663336
CA,2015,Female,0-17,4548703.0140396
CA,2015,Female,18-24,1952855.8587341178
CA,2015,Female,25-34,2773806.1475828197
CA,2015,Female,35-44,2617542.2756595113
CA,2015,Female,45-54,2670624.8080907585
CA,2015,Female,55-64,2315972.0934179393
CA,2015,Female,65+,2722374.143491044
CA,2016,Male,0-17,4735894.416204953
CA,2016,Male,18-24,2076247.82976013
CA,2016,Male,25-34,2967081.669904253
CA,2016,Male,35-44,2625249.7734157313
CA,2016,Male,45-54,2634492.585575008
CA,2016,Male,55-64,2209055.4362559407
CA,2016,Male,65+,2228598.019559346
CA,2016,Female,0-17,4535606.774711787
CA,2016,Female,18-24,1940106.0349886892
CA,2016,Female,25-34,2815931.4632903337
CA,2016,Female,35-44,2607844.4382707537
CA,2016,Female,45-54,2655570.903910146
CA,2016,Female,55-64,2357613.9632093078
CA,2016,Female,65+,2819833.6909436192
CA,2017,Male,0-17,4706203.650264358
CA,2017,Male,18-24,2042972.8614799222
CA,2017,Male,25-34,3024883.929527851
CA,2017,Male,35-44,2628197.441056216
CA,2017,Male,45-54,2618336.194949871
CA,2017,Male,55-64,2250000.4100273894
CA,2017,Male,65+,2302901.6443922888
CA,2017,Female,0-17,4505900.1839497
CA,2017,Female,18-24,1916189.5986616113
CA,2017,Female,25-34,2860201.0184834627
CA,2017,Female,35-44,2607217.6576519413
CA,2017,Female,45-54,2639579.766940162
CA,2017,Female,55-64,2396211.045261009
CA,2017,Female,65+,2900553.5973542156
CA,2018,Male,0-17,4725040.242991616
CA,2018,Male,18-24,2051149.8658350941
CA,2018,Male,25-34,3036991.0355653344
CA,2018,Male,35-44,2638716.8083600975
CA,2018,Male,45-54,2628816.092589774
CA,2018,Male,55-64,2259006.0427006525
CA,2018,Male,65+,2312119.0143979224
CA,2018,Female,0-17,4523935.061516031
CA,2018,Female,18-24,1923859.152667454
CA,2018,Female,25-34,2871648.9807279855
CA,2018,Female,35-44,2617653.053316501
CA,2018,Female,45-54,2650144.6920339093
CA,2018,Female,55-64,2405801.886393777
CA,2018,Female,65+,2912163.0709038517
CA,2019,Male,0-17,4743876.835718874
CA,2019,Male,18-24,2059326.8701902658
CA,2019,Male,25-34,3049098.141602818
CA,2019,Male,35-44,2649236.1756639783
CA,2019,Male,45-54,2639295.990229677
CA,2019,Male,55-64,2268011.6753739147
CA,2019,Male,65+,2321336.3844035557
CA,2019,Female,0-17,4541969.939082361
CA,2019,Female,18-24,1931528.7066732962
CA,2019,Female,25-34,2883096.9429725073
CA,2019,Female,35-44,2628088.4489810606
CA,2019,Female,45-54,2660709.617127656
CA,2019,Female,55-64,2415392.727526545
CA,2019,Female,65+,2923772.5444534873
CO,2008,Male,0-17,616518.5191795232
CO,2008,Male,18-24,253085.14346557163
CO,2008,Male,25-34,359578.27145190124
CO,2008,Male,35-44,358699.79194448364
CO,2008,Male,45-54,364609.0174237645
CO,2008,Male,55-64,271179.01978919434
CO,2008,Male,65+,226159.4463993799
CO,2008,Female,0-17,586668.2257577714
CO,2008,Female,18-24,230570.85431305235
CO,2008,Female,25-34,340888.069631216
CO,2008,Female,35-44,345264.45843012806
CO,2008,Female,45-54,368369.06980289385
CO,2008,Female,55-64,278996.2867498482
CO,2008,Female,65+,289143.8256612717
CO,2009,Male,0-17,626916.0666277749
CO,2009,Male,18-24,257353.40906630794
CO,2009,Male,25-34,365642.5371997607
CO,2009,Male,35-44,364749.24218871014
CO,2009,Male,45-54,370758.1263974401
CO,2009,Male,55-64,275752.43751714984
CO,2009,Male,65+,229973.611751521
CO,2009,Female,0-17,596562.3498172009
CO,2009,Female,18-24,234459.41779220678
CO,2009,Female,25-34,346637.1262585018
CO,2009,Female,35-44,351087.32258917985
CO,2009,Female,45-54,374581.5918319825
CO,2009,Female,55-64,283701.54221115715
CO,2009,Female,65+,294020.21875110624
CO,2010,Male,0-17,636509.3218893728
CO,2010,Male,18-24,261291.50712606206
CO,2010,Male,25-34,371237.7075592058
CO,2010,Male,35-44,370330.7430834197
CO,2010,Male,45-54,376431.57701735257
CO,2010,Male,55-64,279972.08295763034
CO,2010,Male,65+,233492.73604647047
CO,2010,Female,0-17,605691.123517386
CO,2010,Female,18-24,238047.18521929643
CO,2010,Female,25-34,351941.4701928214
CO,2010,Female,35-44,356459.7647453142
CO,2010,Female,45-54,380313.5502519817
CO,2010,Female,55-64,288042.82720514433
CO,2010,Female,65+,298519.4031885422
CO,2011,Male,0-17,640742.5959473716
CO,2011,Male,18-24,262887.1894737097
CO,2011,Male,25-34,379975.8720047942
CO,2011,Male,35-44,370787.53182149795
CO,2011,Male,45-54,377287.1299621571
CO,2011,Male,55-64,292366.404588667
CO,2011,Male,65+,243377.05014859865
CO,2011,Female,0-17,609816.3900054792
CO,2011,Female,18-24,240512.97778480774
CO,2011,Female,25-34,357707.8898634149
CO,2011,Female,35-44,354587.01014687493
CO,2011,Female,45-54,381931.3207630756
CO,2011,Female,55-64,301521.741417393
CO,2011,Female,65+,308269.8960721586
CO,2012,Male,0-17,644219.3829219294
CO,2012,Male,18-24,265157.3305934161
CO,2012,Male,25-34,388595.9957722345
CO,2012,Male,35-44,370806.2361197124
CO,2012,Male,45-54,377057.83347343263
CO,2012,Male,55-64,304073.78159962234
CO,2012,Male,65+,255382.38652683314
CO,2012,Female,0-17,612566.9378689008
CO,2012,Female,18-24,243317.93654306405
CO,2012,Female,25-34,364117.9538767043
CO,2012,Female,35-44,353681.80297303933
CO,2012,Female,45-54,380942.6811205879
CO,2012,Female,55-64,314136.0725626942
CO,2012,Female,65+,319664.6680478293
CO,2013,Male,0-17,647681.9754256856
CO,2013,Male,18-24,269752.26864927023
CO,2013,Male,25-34,396904.8993733359
CO,2013,Male,35-44,372590.58525248134
CO,2013,Male,45-54,374013.3901013199
CO,2013,Male,55-64,313973.4963425871
CO,2013,Male,65+,269259.12572409393
CO,2013,Female,0-17,616642.7978658922
CO,2013,Female,18-24,247564.95512009482
CO,2013,Female,25-34,371760.7873449821
CO,2013,Female,35-44,353689.51852322835
CO,2013,Female,45-54,377948.23824333225
CO,2013,Female,55-64,325429.03147502337
CO,2013,Female,65+,333270.9305586728
CO,2014,Male,0-17,651227.2868411837
CO,2014,Male,18-24,273477.77859465365
CO,2014,Male,25-34,406817.0623378572
CO,2014,Male,35-44,375828.3501714259
CO,2014,Male,45-54,370995.5977574178
CO,2014,Male,55-64,322936.7886535657
CO,2014,Male,65+,284086.3599482836
CO,2014,Female,0-17,619966.7709599467
CO,2014,Female,18-24,251062.20859938662
CO,2014,Female,25-34,380161.76621543104
CO,2014,Female,35-44,355828.1268236371
CO,2014,Female,45-54,374576.4057880782
CO,2014,Female,55-64,335835.1103925288
CO,2014,Female,65+,348418.3869166035
CO,2015,Male,0-17,656045.0545677457
CO,2015,Male,18-24,278204.93607368646
CO,2015,Male,25-34,418545.2269169028
CO,2015,Male,35-44,379875.78703920846
CO,2015,Male,45-54,370027.94351916853
CO,2015,Male,55-64,332081.47065395745
CO,2015,Male,65+,300789.392733646
CO,2015,Female,0-17,626556.2629385709
CO,2015,Female,18-24,255626.676273834
CO,2015,Female,25-34,389675.0884884103
CO,2015,Female,35-44,360430.0400234442
CO,2015,Female,45-54,372573.82021312753
CO,2015,Female,55-64,346467.4813923567
CO,2015,Female,65+,365207.8191659408
CO,2016,Male,0-17,659035.5440021496
CO,2016,Male,18-24,282061.70840306423
CO,2016,Male,25-34,426719.4483923725
CO,2016,Male,35-44,384674.2476137253
CO,2016,Male,45-54,370748.7844793019
CO,2016,Male,55-64,339529.4448990026
CO,2016,Male,65+,318018.3315294269
CO,2016,Female,0-17,629378.4120687516
CO,2016,Female,18-24,258418.71404876947
CO,2016,Female,25-34,398335.03493239323
CO,2016,Female,35-44,364240.4475254675
CO,2016,Female,45-54,372140.4002918295
CO,2016,Female,55-64,354620.101956694
CO,2016,Female,65+,383000.3798570521
CO,2017,Male,0-17,661534.7255124097
CO,2017,Male,18-24,279137.193182255
CO,2017,Male,25-34,441358.8740188345
CO,2017,Male,35-44,390835.0430858423
CO,2017,Male,45-54,371202.95543747756
CO,2017,Male,55-64,344721.0717777313
CO,2017,Male,65+,332647.4153486818
CO,2017,Female,0-17,631087.170477653
CO,2017,Female,18-24,254621.1007771701
CO,2017,Female,25-34,410302.8843813477
CO,2017,Female,35-44,369911.71052506205
CO,2017,Female,45-54,369078.0828096067
CO,2017,Female,55-64,361373.99916417105
CO,2017,Female,65+,398089.7735017573
CO,2018,Male,0-17,670918.646261698
CO,2018,Male,18-24,283096.77564706386
CO,2018,Male,25-34,447619.5834511017
CO,2018,Male,35-44,396379.0681066322
CO,2018,Male,45-54,376468.4977913257
CO,2018,Male,55-64,349610.9665835804
CO,2018,Male,65+,337366.0444133461
CO,2018,Female,0-17,640039.1903267513
CO,2018,Female,18-24,258232.92059349007
CO,2018,Female,25-34,416123.06222198426
CO,2018,Female,35-44,375158.9364709293
CO,2018,Female,45-54,374313.48368248134
CO,2018,Female,55-64,366500.11702046846
CO,2018,Female,65+,403736.7074291472
CO,2019,Male,0-17,680302.5670109863
CO,2019,Male,18-24,287056.3581118727
CO,2019,Male,25-34,453880.29288336897
CO,2019,Male,35-44,401923.09312742215
CO,2019,Male,45-54,381734.0401451738
CO,2019,Male,55-64,354500.86138942954
CO,2019,Male,65+,342084.67347801046
CO,2019,Female,0-17,648991.2101758496
CO,2019,Female,18-24,261844.74040981004
CO,2019,Female,25-34,421943.24006262096
CO,2019,Female,35-44,380406.1624167965
CO,2019,Female,45-54,379548.8845553561
CO,2019,Female,55-64,371626.2348767658
CO,2019,Female,65+,409383.6413565371
CT,2008,Male,0-17,424016.1457543028
CT,2008,Male,18-24,164755.0113253937
CT,2008,Male,25-34,204292.1343403546
CT,2008,Male,35-44,250147.79757614352
CT,2008,Male,45-54,275421.9584594554
CT,2008,Male,55-64,201536.33487072305
CT,2008,Male,65+,204539.1163682933
CT,2008,Female,0-17,403446.64252868923
CT,2008,Female,18-24,155252.70277680556
CT,2008,Female,25-34,205760.02752664604
CT,2008,Female,35-44,262842.8737976393
CT,2008,Female,45-54,288749.9886229965
CT,2008,Female,55-64,217690.15941059895
CT,2008,Female,65+,287128.1066419578
CT,2009,Male,0-17,425956.85389063286
CT,2009,Male,18-24,165509.0896645841
CT,2009,Male,25-34,205227.17280828193
CT,2009,Male,35-44,251292.71592631022
CT,2009,Male,45-54,276682.55582363205
CT,2009,Male,55-64,202458.76013392606
CT,2009,Male,65+,205475.2852649459
CT,2009,Female,0-17,405293.204716404
CT,2009,Female,18-24,155963.28935819666
CT,2009,Female,25-34,206701.78449404187
CT,2009,Female,35-44,264045.89709961286
CT,2009,Female,45-54,290071.58794862824
CT,2009,Female,55-64,218686.52020439744
CT,2009,Female,65+,288442.28266640566
CT,2010,Male,0-17,428027.91523552826
CT,2010,Male,18-24,166313.81783059964
CT,2010,Male,25-34,206225.0158072692
CT,2010,Male,35-44,252514.535989669
CT,2010,Male,45-54,278027.8248125901
CT,2010,Male,55-64,203443.14272624487
CT,2010,Male,65+,206474.33462113456
CT,2010,Female,0-17,407263.7965309742
CT,2010,Female,18-24,156721.60451819978
CT,2010,Female,25-34,207706.7972597161
CT,2010,Female,35-44,265329.7248999319
CT,2010,Female,45-54,291481.95627012744
CT,2010,Female,55-64,219749.8044185336
CT,2010,Female,65+,289844.7290794811
CT,2011,Male,0-17,423574.9843383063
CT,2011,Male,18-24,168124.7344698345
CT,2011,Male,25-34,209038.1184150176
CT,2011,Male,35-44,244850.06028348266
CT,2011,Male,45-54,279641.51205872005
CT,2011,Male,55-64,209909.36687405783
CT,2011,Male,65+,210775.5733859971
CT,2011,Female,0-17,403510.0516554568
CT,2011,Female,18-24,158639.82358357045
CT,2011,Female,25-34,209740.96584088684
CT,2011,Female,35-44,257573.9179873823
CT,2011,Female,45-54,293553.2524995981
CT,2011,Female,55-64,226201.91473599366
CT,2011,Female,65+,292888.7238716959
CT,2012,Male,0-17,418542.9436038668
CT,2012,Male,18-24,170103.75706319863
CT,2012,Male,25-34,212317.26824940168
CT,2012,Male,35-44,237978.63157935988
CT,2012,Male,45-54,279848.0190836884
CT,2012,Male,55-64,215516.00855548086
CT,2012,Male,65+,216017.10093435075
CT,2012,Female,0-17,398712.564883449
CT,2012,Female,18-24,160598.0950086123
CT,2012,Female,25-34,211917.8030397403
CT,2012,Female,35-44,250160.81115963688
CT,2012,Female,45-54,293946.0217349861
CT,2012,Female,55-64,231765.2873232923
CT,2012,Female,65+,296970.6877809358
CT,2013,Male,0-17,412562.01526498364
CT,2013,Male,18-24,173274.26077161796
CT,2013,Male,25-34,215345.13532070472
CT,2013,Male,35-44,229690.44282349315
CT,2013,Male,45-54,277803.4003858174
CT,2013,Male,55-64,221123.38505609366
CT,2013,Male,65+,221095.29634210217
CT,2013,Female,0-17,394030.4862091088
CT,2013,Female,18-24,163544.53087864278
CT,2013,Female,25-34,214269.73884217403
CT,2013,Female,35-44,241543.88012789516
CT,2013,Female,45-54,292507.8421603539
CT,2013,Female,55-64,237287.43678983
CT,2013,Female,65+,300837.1490271827
CT,2014,Male,0-17,407020.1048573058
CT,2014,Male,18-24,176022.6775849354
CT,2014,Male,25-34,217450.13900268174
CT,2014,Male,35-44,224283.32835818402
CT,2014,Male,45-54,274619.5553943664
CT,2014,Male,55-64,226315.8719406423
CT,2014,Male,65+,226239.8141798019
CT,2014,Female,0-17,388669.16853454
CT,2014,Female,18-24,165627.78335007862
CT,2014,Female,25-34,216024.05598692445
CT,2014,Female,35-44,235195.61551875767
CT,2014,Female,45-54,289580.9175596796
CT,2014,Female,55-64,242491.15599936858
CT,2014,Female,65+,305242.81173273333
CT,2015,Male,0-17,400630.0087809771
CT,2015,Male,18-24,177807.8463615663
CT,2015,Male,25-34,219063.14853577095
CT,2015,Male,35-44,218739.66367566492
CT,2015,Male,45-54,270085.89634706674
CT,2015,Male,55-64,231003.13446789538
CT,2015,Male,65+,231492.3553983027
CT,2015,Female,0-17,382858.30967638514
CT,2015,Female,18-24,167273.62179681633
CT,2015,Female,25-34,216920.56054259936
CT,2015,Female,35-44,229386.70857742717
CT,2015,Female,45-54,285483.3763240902
CT,2015,Female,55-64,246840.9132822854
CT,2015,Female,65+,309923.4562331523
CT,2016,Male,0-17,394430.2937253558
CT,2016,Male,18-24,179718.03111267163
CT,2016,Male,25-34,220181.13969074033
CT,2016,Male,35-44,214310.37394338136
CT,2016,Male,45-54,264321.08083386975
CT,2016,Male,55-64,234879.49476978296
CT,2016,Male,65+,237602.96364289953
CT,2016,Female,0-17,377088.2491616438
CT,2016,Female,18-24,168109.13285124715
CT,2016,Female,25-34,217080.71320721068
CT,2016,Female,35-44,224083.34902816443
CT,2016,Female,45-54,280150.3087441516
CT,2016,Female,55-64,250829.38900509116
CT,2016,Female,65+,315889.4802837899
CT,2017,Male,0-17,388290.09626432543
CT,2017,Male,18-24,180349.5582167981
CT,2017,Male,25-34,220497.16811175365
CT,2017,Male,35-44,211092.3725002629
CT,2017,Male,45-54,258385.79760399144
CT,2017,Male,55-64,238752.95119903362
CT,2017,Male,65+,246626.5717136118
CT,2017,Female,0-17,370071.1011501531
CT,2017,Female,18-24,169085.4785590564
CT,2017,Female,25-34,216224.79188355026
CT,2017,Female,35-44,219825.04190038162
CT,2017,Female,45-54,274155.90683264716
CT,2017,Female,55-64,254692.08625007578
CT,2017,Female,65+,325831.0778143586
CT,2018,Male,0-17,388158.09058227646
CT,2018,Male,18-24,180288.24538222238
CT,2018,Male,25-34,220422.20642886113
CT,2018,Male,35-44,211020.60813419917
CT,2018,Male,45-54,258297.95505077508
CT,2018,Male,55-64,238671.78315877853
CT,2018,Male,65+,246542.72690499146
CT,2018,Female,0-17,369945.28931878286
CT,2018,Female,18-24,169027.9951358723
CT,2018,Female,25-34,216151.28266607836
CT,2018,Female,35-44,219750.3087179835
CT,2018,Female,45-54,274062.7029682752
CT,2018,Female,55-64,254605.49943552303
CT,2018,Female,65+,325720.30611538026
CT,2019,Male,0-17,388026.0849002275
CT,2019,Male,18-24,180226.93254764666
CT,2019,Male,25-34,220347.24474596867
CT,2019,Male,35-44,210948.84376813544
CT,2019,Male,45-54,258210.11249755876
CT,2019,Male,55-64,238590.61511852348
CT,2019,Male,65+,246458.88209637115
CT,2019,Female,0-17,369819.47748741263
CT,2019,Female,18-24,168970.5117126882
CT,2019,Female,25-34,216077.77344860643
CT,2019,Female,35-44,219675.5755355854
CT,2019,Female,45-54,273969.49910390325
CT,2019,Female,55-64,254518.91262097028
CT,2019,Female,65+,325609.534416402
DE,2008,Male,0-17,105314.31553947787
DE,2008,Male,18-24,44396.395330417865
DE,2008,Male,25-34,54064.79209057754
DE,2008,Male,35-44,58915.037602209515
DE,2008,Male,45-54,62859.62312686801
DE,2008,Male,55-64,49422.15634340128
DE,2008,Male,65+,53504.14543197492
DE,2008,Female,0-17,100559.34987143669
DE,2008,Female,18-24,43969.140452842345
