timeframe,group,category,year,metric,value,segment,state
Mid-year,fish,nonresident,2014,recruits,130260,residency,FL
Mid-year,fish,nonresident,2015,recruits,128746,residency,FL
Mid-year,fish,nonresident,2016,recruits,136600,residency,FL
Mid-year,fish,nonresident,2017,recruits,136511,residency,FL
Mid-year,fish,nonresident,2018,recruits,133097,residency,FL
Mid-year,fish,nonresident,2019,recruits,140746,residency,FL
Mid-year,hunt,nonresident,2009,participants,3107,residency,FL
Mid-year,hunt,nonresident,2010,participants,3955,residency,FL
Mid-year,hunt,nonresident,2011,participants,3925,residency,FL
Mid-year,hunt,nonresident,2012,participants,3999,residency,FL
Mid-year,hunt,nonresident,2013,participants,4572,residency,FL
Mid-year,hunt,nonresident,2014,participants,4957,residency,FL
Mid-year,hunt,nonresident,2015,participants,4633,residency,FL
Mid-year,hunt,nonresident,2016,participants,5411,residency,FL
Mid-year,hunt,nonresident,2017,participants,5390,residency,FL
Mid-year,hunt,nonresident,2018,participants,5670,residency,FL
Mid-year,hunt,nonresident,2019,participants,5611,residency,FL
Mid-year,hunt,nonresident,2014,recruits,2737,residency,FL
Mid-year,hunt,nonresident,2015,recruits,2489,residency,FL
Mid-year,hunt,nonresident,2016,recruits,2919,residency,FL
Mid-year,hunt,nonresident,2017,recruits,2811,residency,FL
Mid-year,hunt,nonresident,2018,recruits,2925,residency,FL
Mid-year,hunt,nonresident,2019,recruits,3e3,residency,FL
Mid-year,all_sports,resident,2009,participants,447852,residency,FL
Mid-year,all_sports,resident,2010,participants,455241,residency,FL
Mid-year,all_sports,resident,2011,participants,522332,residency,FL
Mid-year,all_sports,resident,2012,participants,515842,residency,FL
Mid-year,all_sports,resident,2013,participants,520204,residency,FL
Mid-year,all_sports,resident,2014,participants,528475,residency,FL
Mid-year,all_sports,resident,2014,recruits,150540,residency,FL
Mid-year,fish,resident,2009,participants,436916,residency,FL
Mid-year,fish,resident,2010,participants,444700,residency,FL
Mid-year,fish,resident,2011,participants,512915,residency,FL
Mid-year,fish,resident,2012,participants,506646,residency,FL
Mid-year,fish,resident,2013,participants,511445,residency,FL
Mid-year,fish,resident,2014,participants,519857,residency,FL
Mid-year,fish,resident,2014,recruits,152266,residency,FL
Mid-year,hunt,resident,2009,participants,68601,residency,FL
Mid-year,hunt,resident,2010,participants,67981,residency,FL
Mid-year,hunt,resident,2011,participants,67823,residency,FL
Mid-year,hunt,resident,2012,participants,66657,residency,FL
Mid-year,hunt,resident,2013,participants,71565,residency,FL
Mid-year,hunt,resident,2014,participants,70189,residency,FL
Mid-year,hunt,resident,2014,recruits,17724,residency,FL
Mid-year,hunt,resident,2015,participants,71290.40000000014,residency,FL
Mid-year,hunt,resident,2016,participants,72106.19999999995,residency,FL
Mid-year,hunt,resident,2017,participants,72922,residency,FL
Mid-year,hunt,resident,2018,participants,73737.79999999981,residency,FL
Mid-year,hunt,resident,2019,participants,74553.59999999963,residency,FL
Mid-year,hunt,resident,2015,recruits,18002.123546424686,residency,FL
Mid-year,hunt,resident,2016,recruits,18208.127894684338,residency,FL
Mid-year,hunt,resident,2017,recruits,18414.132242944048,residency,FL
Mid-year,hunt,resident,2018,recruits,18620.1365912037,residency,FL
Mid-year,hunt,resident,2019,recruits,18826.140939463352,residency,FL
Mid-year,fish,resident,2015,participants,543765.8000000082,residency,FL
Mid-year,fish,resident,2016,participants,558650.2000000067,residency,FL
Mid-year,fish,resident,2017,participants,573534.6000000052,residency,FL
Mid-year,fish,resident,2018,participants,588419.0000000075,residency,FL
Mid-year,fish,resident,2019,participants,603303.400000006,residency,FL
Mid-year,fish,resident,2015,recruits,159268.8822172275,residency,FL
Mid-year,fish,resident,2016,recruits,163628.51967598978,residency,FL
Mid-year,fish,resident,2017,recruits,167988.15713475205,residency,FL
Mid-year,fish,resident,2018,recruits,172347.7945935154,residency,FL
Mid-year,fish,resident,2019,recruits,176707.43205227767,residency,FL
Mid-year,all_sports,resident,2015,participants,551720.8000000045,residency,FL
Mid-year,all_sports,resident,2016,participants,566154.8000000045,residency,FL
Mid-year,all_sports,resident,2017,participants,580588.8000000045,residency,FL
Mid-year,all_sports,resident,2018,participants,595022.8000000045,residency,FL
Mid-year,all_sports,resident,2019,participants,609456.8000000045,residency,FL
Mid-year,all_sports,resident,2015,recruits,157161.7375126556,residency,FL
Mid-year,all_sports,resident,2016,recruits,161273.36882917958,residency,FL
Mid-year,all_sports,resident,2017,recruits,165385.00014570355,residency,FL
Mid-year,all_sports,resident,2018,recruits,169496.6314622275,residency,FL
Mid-year,all_sports,resident,2019,recruits,173608.26277875146,residency,FL
Mid-year,all_sports,18-24,2009,rate,0.026600193094602882,age,FL
Mid-year,all_sports,18-24,2010,rate,0.027338394860743406,age,FL
Mid-year,all_sports,18-24,2011,rate,0.03304793341272647,age,FL
Mid-year,all_sports,18-24,2012,rate,0.032709881698691975,age,FL
Mid-year,all_sports,18-24,2013,rate,0.03419170055572111,age,FL
Mid-year,all_sports,18-24,2014,rate,0.03446240801227428,age,FL
Mid-year,all_sports,18-24,2015,rate,0.03454463549610601,age,FL
Mid-year,all_sports,18-24,2016,rate,0.03425852115361558,age,FL
Mid-year,all_sports,18-24,2017,rate,0.03436088529658856,age,FL
Mid-year,all_sports,18-24,2018,rate,0.032291174213175296,age,FL
Mid-year,all_sports,18-24,2019,rate,0.03284348802282573,age,FL
Mid-year,all_sports,25-34,2009,rate,0.03625596154402464,age,FL
Mid-year,all_sports,25-34,2010,rate,0.0370471132082157,age,FL
Mid-year,all_sports,25-34,2011,rate,0.043050360675553616,age,FL
Mid-year,all_sports,25-34,2012,rate,0.04225104130616801,age,FL
Mid-year,all_sports,25-34,2013,rate,0.042817554738848115,age,FL
Mid-year,all_sports,25-34,2014,rate,0.043307540474048764,age,FL
Mid-year,all_sports,25-34,2015,rate,0.04468147267430305,age,FL
Mid-year,all_sports,25-34,2016,rate,0.04379698981144517,age,FL
Mid-year,all_sports,25-34,2017,rate,0.042900611332552074,age,FL
Mid-year,all_sports,25-34,2018,rate,0.041449995056652374,age,FL
Mid-year,all_sports,25-34,2019,rate,0.0419301671643787,age,FL
Mid-year,all_sports,35-44,2009,rate,0.04022205714209022,age,FL
Mid-year,all_sports,35-44,2010,rate,0.039550760013296694,age,FL
Mid-year,all_sports,35-44,2011,rate,0.045117016596355065,age,FL
Mid-year,all_sports,35-44,2012,rate,0.04423328790765942,age,FL
Mid-year,all_sports,35-44,2013,rate,0.04389665050637985,age,FL
Mid-year,all_sports,35-44,2014,rate,0.044132416892792216,age,FL
Mid-year,all_sports,35-44,2015,rate,0.04554156585548409,age,FL
Mid-year,all_sports,35-44,2016,rate,0.046548118359506285,age,FL
Mid-year,all_sports,35-44,2017,rate,0.04735335452549258,age,FL
Mid-year,all_sports,35-44,2018,rate,0.048653450334609195,age,FL
Mid-year,all_sports,35-44,2019,rate,0.048768440701614485,age,FL
Mid-year,all_sports,45-54,2009,rate,0.044210084043199024,age,FL
Mid-year,all_sports,45-54,2010,rate,0.044603160122583876,age,FL
Mid-year,all_sports,45-54,2011,rate,0.04923965930420909,age,FL
Mid-year,all_sports,45-54,2012,rate,0.04743907910583509,age,FL
Mid-year,all_sports,45-54,2013,rate,0.04687685190579402,age,FL
Mid-year,all_sports,45-54,2014,rate,0.046660058410332515,age,FL
Mid-year,all_sports,45-54,2015,rate,0.048451155394636854,age,FL
Mid-year,all_sports,45-54,2016,rate,0.0497790389847952,age,FL
Mid-year,all_sports,45-54,2017,rate,0.05118879866844417,age,FL
Mid-year,all_sports,45-54,2018,rate,0.05265396714819212,age,FL
Mid-year,all_sports,45-54,2019,rate,0.052835215893153056,age,FL
Mid-year,all_sports,55-64,2009,rate,0.044239004215155545,age,FL
Mid-year,all_sports,55-64,2010,rate,0.04437227335449346,age,FL
Mid-year,all_sports,55-64,2011,rate,0.04859406257371984,age,FL
Mid-year,all_sports,55-64,2012,rate,0.04749735576979416,age,FL
Mid-year,all_sports,55-64,2013,rate,0.04649935396364955,age,FL
Mid-year,all_sports,55-64,2014,rate,0.046446783234410156,age,FL
Mid-year,all_sports,55-64,2015,rate,0.04762123542015377,age,FL
Mid-year,all_sports,55-64,2016,rate,0.04852642180426042,age,FL
Mid-year,all_sports,55-64,2017,rate,0.049502748139840604,age,FL
Mid-year,all_sports,55-64,2018,rate,0.051558803651760396,age,FL
Mid-year,all_sports,55-64,2019,rate,0.05234301786718731,age,FL
Mid-year,all_sports,all,2009,rate,0.03911029361416557,all,FL
Mid-year,all_sports,all,2010,rate,0.03934812988246886,all,FL
Mid-year,all_sports,all,2011,rate,0.04454880609089115,all,FL
Mid-year,all_sports,all,2012,rate,0.04350968535387854,all,FL
Mid-year,all_sports,all,2013,rate,0.043446922524912446,all,FL
Mid-year,all_sports,all,2014,rate,0.043579597480267435,all,FL
Mid-year,all_sports,all,2015,rate,0.04483479897228768,all,FL
Mid-year,all_sports,all,2016,rate,0.04532246944859019,all,FL
Mid-year,all_sports,all,2017,rate,0.04585464056277467,all,FL
Mid-year,all_sports,all,2018,rate,0.04628304168286538,all,FL
Mid-year,all_sports,all,2019,rate,0.04669866267478716,all,FL
Mid-year,all_sports,female,2009,rate,0.016793601866773814,gender,FL
Mid-year,all_sports,female,2010,rate,0.016305790296254948,gender,FL
Mid-year,all_sports,female,2011,rate,0.019958649974728307,gender,FL
Mid-year,all_sports,female,2012,rate,0.019482369261568384,gender,FL
Mid-year,all_sports,female,2013,rate,0.019496152658880432,gender,FL
Mid-year,all_sports,female,2014,rate,0.01993905446818323,gender,FL
Mid-year,all_sports,female,2015,rate,0.020872459886275497,gender,FL
Mid-year,all_sports,female,2016,rate,0.021377255013498027,gender,FL
Mid-year,all_sports,female,2017,rate,0.021885745865603216,gender,FL
Mid-year,all_sports,female,2018,rate,0.02232331914307801,gender,FL
Mid-year,all_sports,female,2019,rate,0.022741735541866436,gender,FL
Mid-year,all_sports,male,2009,rate,0.06202135143951018,gender,FL
Mid-year,all_sports,male,2010,rate,0.06300416190848253,gender,FL
Mid-year,all_sports,male,2011,rate,0.06976857716616747,gender,FL
Mid-year,all_sports,male,2012,rate,0.06815819598642321,gender,FL
Mid-year,all_sports,male,2013,rate,0.06801311733767729,gender,FL
Mid-year,all_sports,male,2014,rate,0.06782499631812343,gender,FL
Mid-year,all_sports,male,2015,rate,0.06941999714496112,gender,FL
Mid-year,all_sports,male,2016,rate,0.06986756240131352,gender,FL
Mid-year,all_sports,male,2017,rate,0.07040673972179498,gender,FL
Mid-year,all_sports,male,2018,rate,0.07082574551012585,gender,FL
Mid-year,all_sports,male,2019,rate,0.07123850307812066,gender,FL
Mid-year,all_sports,resident,2009,rate,NA,residency,FL
Mid-year,all_sports,resident,2010,rate,NA,residency,FL
Mid-year,all_sports,resident,2011,rate,NA,residency,FL
Mid-year,all_sports,resident,2012,rate,NA,residency,FL
Mid-year,all_sports,resident,2013,rate,NA,residency,FL
Mid-year,all_sports,resident,2014,rate,NA,residency,FL
Mid-year,all_sports,resident,2015,rate,NA,residency,FL
Mid-year,all_sports,resident,2016,rate,NA,residency,FL
Mid-year,all_sports,resident,2017,rate,NA,residency,FL
Mid-year,all_sports,resident,2018,rate,NA,residency,FL
Mid-year,all_sports,resident,2019,rate,NA,residency,FL
Mid-year,fish,18-24,2009,rate,0.025876287643112665,age,FL
Mid-year,fish,18-24,2010,rate,0.026645961205110258,age,FL
Mid-year,fish,18-24,2011,rate,0.032443439335168495,age,FL
Mid-year,fish,18-24,2012,rate,0.03210126143125322,age,FL
Mid-year,fish,18-24,2013,rate,0.033577944007594465,age,FL
Mid-year,fish,18-24,2014,rate,0.03382933997276219,age,FL
Mid-year,fish,18-24,2015,rate,0.03401933143076391,age,FL
Mid-year,fish,18-24,2016,rate,0.033747372775024424,age,FL
Mid-year,fish,18-24,2017,rate,0.03387463513829229,age,FL
Mid-year,fish,18-24,2018,rate,0.03180554796523212,age,FL
Mid-year,fish,18-24,2019,rate,0.03232012259413053,age,FL
Mid-year,fish,25-34,2009,rate,0.035296811974928004,age,FL
Mid-year,fish,25-34,2010,rate,0.03610992788430937,age,FL
Mid-year,fish,25-34,2011,rate,0.04222672689235832,age,FL
Mid-year,fish,25-34,2012,rate,0.041428039102357934,age,FL
Mid-year,fish,25-34,2013,rate,0.04198718089778894,age,FL
Mid-year,fish,25-34,2014,rate,0.042509577154139416,age,FL
Mid-year,fish,25-34,2015,rate,0.04397791972629626,age,FL
Mid-year,fish,25-34,2016,rate,0.04309518064593609,age,FL
Mid-year,fish,25-34,2017,rate,0.042239192311382956,age,FL
Mid-year,fish,25-34,2018,rate,0.04076931986572633,age,FL
Mid-year,fish,25-34,2019,rate,0.04110419868045835,age,FL
Mid-year,fish,35-44,2009,rate,0.03904652201009244,age,FL
Mid-year,fish,35-44,2010,rate,0.03846390622981726,age,FL
Mid-year,fish,35-44,2011,rate,0.04417007366416977,age,FL
Mid-year,fish,35-44,2012,rate,0.04331554380499541,age,FL
Mid-year,fish,35-44,2013,rate,0.043064245735121055,age,FL
Mid-year,fish,35-44,2014,rate,0.04334845668279771,age,FL
Mid-year,fish,35-44,2015,rate,0.044823544973546584,age,FL
Mid-year,fish,35-44,2016,rate,0.045917231742904636,age,FL
Mid-year,fish,35-44,2017,rate,0.0467944559216334,age,FL
Mid-year,fish,35-44,2018,rate,0.04818902676175174,age,FL
Mid-year,fish,35-44,2019,rate,0.04844396092182581,age,FL
Mid-year,fish,45-54,2009,rate,0.04315816593454283,age,FL
Mid-year,fish,45-54,2010,rate,0.04363319836415835,age,FL
Mid-year,fish,45-54,2011,rate,0.04838499651538922,age,FL
Mid-year,fish,45-54,2012,rate,0.04662914710991148,age,FL
Mid-year,fish,45-54,2013,rate,0.04610977613764464,age,FL
Mid-year,fish,45-54,2014,rate,0.04593046983423246,age,FL
Mid-year,fish,45-54,2015,rate,0.04775004964941491,age,FL
Mid-year,fish,45-54,2016,rate,0.04913629377848613,age,FL
Mid-year,fish,45-54,2017,rate,0.05058565175283042,age,FL
Mid-year,fish,45-54,2018,rate,0.05212129002573429,age,FL
Mid-year,fish,45-54,2019,rate,0.052423721151860093,age,FL
Mid-year,fish,55-64,2009,rate,0.04347539796992,age,FL
Mid-year,fish,55-64,2010,rate,0.043588317266977636,age,FL
Mid-year,fish,55-64,2011,rate,0.04787696095773961,age,FL
Mid-year,fish,55-64,2012,rate,0.046830934096794646,age,FL
Mid-year,fish,55-64,2013,rate,0.04591969936741047,age,FL
Mid-year,fish,55-64,2014,rate,0.04585822462895786,age,FL
Mid-year,fish,55-64,2015,rate,0.0470732829872985,age,FL
Mid-year,fish,55-64,2016,rate,0.04803607358151317,age,FL
Mid-year,fish,55-64,2017,rate,0.04905014716538712,age,FL
Mid-year,fish,55-64,2018,rate,0.0511644192013697,age,FL
Mid-year,fish,55-64,2019,rate,0.05205532404440196,age,FL
Mid-year,fish,all,2009,rate,0.03815526791155731,all,FL
Mid-year,fish,all,2010,rate,0.038437033041254856,all,FL
Mid-year,fish,all,2011,rate,0.0437456462098999,all,FL
Mid-year,fish,all,2012,rate,0.04273403105175838,all,FL
Mid-year,fish,all,2013,rate,0.042715379525635803,all,FL
Mid-year,fish,all,2014,rate,0.0428689319405826,all,FL
Mid-year,fish,all,2015,rate,0.04418834731444847,all,FL
Mid-year,fish,all,2016,rate,0.0447217026543781,all,FL
Mid-year,fish,all,2017,rate,0.04529750304055948,all,FL
Mid-year,fish,all,2018,rate,0.04576937405422129,all,FL
Mid-year,fish,all,2019,rate,0.04622716813915647,all,FL
Mid-year,fish,female,2009,rate,0.016628584856061022,gender,FL
Mid-year,fish,female,2010,rate,0.016126925443133572,gender,FL
Mid-year,fish,female,2011,rate,0.01979590979881059,gender,FL
Mid-year,fish,female,2012,rate,0.01931611217475653,gender,FL
Mid-year,fish,female,2013,rate,0.019338031551490317,gender,FL
Mid-year,fish,female,2014,rate,0.01977530395089251,gender,FL
Mid-year,fish,female,2015,rate,0.02072046258243894,gender,FL
Mid-year,fish,female,2016,rate,0.02123178313078598,gender,FL
Mid-year,fish,female,2017,rate,0.021747077251814753,gender,FL
Mid-year,fish,female,2018,rate,0.022192143491889173,gender,FL
Mid-year,fish,female,2019,rate,0.0226183379363594,gender,FL
Mid-year,fish,male,2009,rate,0.060255276544332534,gender,FL
Mid-year,fish,male,2010,rate,0.06134133136002143,gender,FL
Mid-year,fish,male,2011,rate,0.0683086000499479,gender,FL
Mid-year,fish,male,2012,rate,0.0667573893084296,gender,FL
Mid-year,fish,male,2013,rate,0.06669341813361963,gender,FL
Mid-year,fish,male,2014,rate,0.06655342264525475,gender,FL
Mid-year,fish,male,2015,rate,0.06826623865714751,gender,FL
Mid-year,fish,male,2016,rate,0.06880009459032989,gender,FL
Mid-year,fish,male,2017,rate,0.06942095122236672,gender,FL
Mid-year,fish,male,2018,rate,0.06992027921589208,gender,FL
Mid-year,fish,male,2019,rate,0.07041044181493222,gender,FL
Mid-year,fish,resident,2009,rate,NA,residency,FL
Mid-year,fish,resident,2010,rate,NA,residency,FL
Mid-year,fish,resident,2011,rate,NA,residency,FL
Mid-year,fish,resident,2012,rate,NA,residency,FL
Mid-year,fish,resident,2013,rate,NA,residency,FL
Mid-year,fish,resident,2014,rate,NA,residency,FL
Mid-year,fish,resident,2015,rate,NA,residency,FL
Mid-year,fish,resident,2016,rate,NA,residency,FL
Mid-year,fish,resident,2017,rate,NA,residency,FL
Mid-year,fish,resident,2018,rate,NA,residency,FL
Mid-year,fish,resident,2019,rate,NA,residency,FL
Mid-year,hunt,18-24,2009,rate,0.004433495706156581,age,FL
Mid-year,hunt,18-24,2010,rate,0.00441818431986697,age,FL
Mid-year,hunt,18-24,2011,rate,0.004354332186322052,age,FL
Mid-year,hunt,18-24,2012,rate,0.0043540087323394915,age,FL
Mid-year,hunt,18-24,2013,rate,0.004787482638826489,age,FL
Mid-year,hunt,18-24,2014,rate,0.004812679520442105,age,FL
Mid-year,hunt,18-24,2015,rate,0.004337732266686348,age,FL
Mid-year,hunt,18-24,2016,rate,0.004204358300012025,age,FL
Mid-year,hunt,18-24,2017,rate,0.004152486344510333,age,FL
Mid-year,hunt,18-24,2018,rate,0.004093640005293851,age,FL
Mid-year,hunt,18-24,2019,rate,0.0029858228787110665,age,FL
Mid-year,hunt,25-34,2009,rate,0.005864369884221786,age,FL
Mid-year,hunt,25-34,2010,rate,0.005933264069131829,age,FL
Mid-year,hunt,25-34,2011,rate,0.005827440157663239,age,FL
Mid-year,hunt,25-34,2012,rate,0.005750887791377242,age,FL
Mid-year,hunt,25-34,2013,rate,0.006449121682627431,age,FL
Mid-year,hunt,25-34,2014,rate,0.0063028550128151175,age,FL
Mid-year,hunt,25-34,2015,rate,0.006562344650248355,age,FL
Mid-year,hunt,25-34,2016,rate,0.006275272188651521,age,FL
Mid-year,hunt,25-34,2017,rate,0.006128697500572505,age,FL
Mid-year,hunt,25-34,2018,rate,0.006205680251180406,age,FL
Mid-year,hunt,25-34,2019,rate,0.005359534072795541,age,FL
Mid-year,hunt,35-44,2009,rate,0.007035748094718833,age,FL
Mid-year,hunt,35-44,2010,rate,0.006634451806035834,age,FL
Mid-year,hunt,35-44,2011,rate,0.0065860973432331875,age,FL
Mid-year,hunt,35-44,2012,rate,0.00624240115742163,age,FL
Mid-year,hunt,35-44,2013,rate,0.006568302185497404,age,FL
Mid-year,hunt,35-44,2014,rate,0.0063110833859705805,age,FL
Mid-year,hunt,35-44,2015,rate,0.006226723296702332,age,FL
Mid-year,hunt,35-44,2016,rate,0.006238795032992357,age,FL
Mid-year,hunt,35-44,2017,rate,0.006169173612799235,age,FL
Mid-year,hunt,35-44,2018,rate,0.00601268707693887,age,FL
Mid-year,hunt,35-44,2019,rate,0.006396881795199609,age,FL
Mid-year,hunt,45-54,2009,rate,0.006650094303100567,age,FL
Mid-year,hunt,45-54,2010,rate,0.006534616248645377,age,FL
Mid-year,hunt,45-54,2011,rate,0.006410540594489964,age,FL
Mid-year,hunt,45-54,2012,rate,0.006207310849340554,age,FL
Mid-year,hunt,45-54,2013,rate,0.006481410997682956,age,FL
Mid-year,hunt,45-54,2014,rate,0.006135759055753679,age,FL
Mid-year,hunt,45-54,2015,rate,0.006272648298100819,age,FL
Mid-year,hunt,45-54,2016,rate,0.006413776040408122,age,FL
Mid-year,hunt,45-54,2017,rate,0.006510846167515081,age,FL
Mid-year,hunt,45-54,2018,rate,0.006454092074478991,age,FL
Mid-year,hunt,45-54,2019,rate,0.0069857310711987555,age,FL
Mid-year,hunt,55-64,2009,rate,0.005346462411606732,age,FL
Mid-year,hunt,55-64,2010,rate,0.005292493664311776,age,FL
Mid-year,hunt,55-64,2011,rate,0.0052198554510810785,age,FL
Mid-year,hunt,55-64,2012,rate,0.005119857574849474,age,FL
Mid-year,hunt,55-64,2013,rate,0.00522081128887647,age,FL
Mid-year,hunt,55-64,2014,rate,0.005089172180312237,age,FL
Mid-year,hunt,55-64,2015,rate,0.005130719584330747,age,FL
Mid-year,hunt,55-64,2016,rate,0.005235558181529757,age,FL
Mid-year,hunt,55-64,2017,rate,0.0053081919702382165,age,FL
Mid-year,hunt,55-64,2018,rate,0.0053667636459689945,age,FL
Mid-year,hunt,55-64,2019,rate,0.005922226941645098,age,FL
Mid-year,hunt,all,2009,rate,0.005990830122954396,all,FL
Mid-year,hunt,all,2010,rate,0.005875844261699002,all,FL
Mid-year,hunt,all,2011,rate,0.005784508082029267,all,FL
Mid-year,hunt,all,2012,rate,0.005622312833451874,all,FL
Mid-year,hunt,all,2013,rate,0.005977037874555673,all,FL
Mid-year,hunt,all,2014,rate,0.005787990666620921,all,FL
Mid-year,hunt,all,2015,rate,0.005793312038723133,all,FL
Mid-year,hunt,all,2016,rate,0.005772327721241445,all,FL
Mid-year,hunt,all,2017,rate,0.005759346544608902,all,FL
Mid-year,hunt,all,2018,rate,0.005735594788977424,all,FL
Mid-year,hunt,all,2019,rate,0.00571255159937664,all,FL
Mid-year,hunt,female,2009,rate,8.526479956397852e-4,gender,FL
Mid-year,hunt,female,2010,rate,8.334707451445323e-4,gender,FL
Mid-year,hunt,female,2011,rate,8.557148360077624e-4,gender,FL
Mid-year,hunt,female,2012,rate,8.614451782579931e-4,gender,FL
Mid-year,hunt,female,2013,rate,0.0010105558829303924,gender,FL
Mid-year,hunt,female,2014,rate,0.0010336895269955734,gender,FL
Mid-year,hunt,female,2015,rate,0.0010765256000262746,gender,FL
Mid-year,hunt,female,2016,rate,0.0011228628369705717,gender,FL
Mid-year,hunt,female,2017,rate,0.0011690156618227464,gender,FL
Mid-year,hunt,female,2018,rate,0.0012109784832067673,gender,FL
Mid-year,hunt,female,2019,rate,0.0012514608543343774,gender,FL
Mid-year,hunt,male,2009,rate,0.01126585875034115,gender,FL
Mid-year,hunt,male,2010,rate,0.011052512583439287,gender,FL
Mid-year,hunt,male,2011,rate,0.010839499874469628,gender,FL
Mid-year,hunt,male,2012,rate,0.010506266437272871,gender,FL
Mid-year,hunt,male,2013,rate,0.011071135676956221,gender,FL
Mid-year,hunt,male,2014,rate,0.010663933121350829,gender,FL
Mid-year,hunt,male,2015,rate,0.010632703089709197,gender,FL
Mid-year,hunt,male,2016,rate,0.01053827158339389,gender,FL
Mid-year,hunt,male,2017,rate,0.010461368078383625,gender,FL
Mid-year,hunt,male,2018,rate,0.010370302796973754,gender,FL
Mid-year,hunt,male,2019,rate,0.010282188360415558,gender,FL
Mid-year,hunt,resident,2009,rate,NA,residency,FL
Mid-year,hunt,resident,2010,rate,NA,residency,FL
Mid-year,hunt,resident,2011,rate,NA,residency,FL
Mid-year,hunt,resident,2012,rate,NA,residency,FL
Mid-year,hunt,resident,2013,rate,NA,residency,FL
Mid-year,hunt,resident,2014,rate,NA,residency,FL
Mid-year,hunt,resident,2015,rate,NA,residency,FL
Mid-year,hunt,resident,2016,rate,NA,residency,FL
Mid-year,hunt,resident,2017,rate,NA,residency,FL
Mid-year,hunt,resident,2018,rate,NA,residency,FL
Mid-year,hunt,resident,2019,rate,NA,residency,FL
